40
0	62	36	91	20	55	14	28	37	76	23	10	84	36	5	85	26	7	87	88	60	11	67	47	9	39	17	64	67	35	22	46	66	84	52	15	31	66	84	28
62	0	30	79	25	18	89	23	11	12	52	43	32	21	22	82	18	24	88	11	28	4	30	40	37	16	72	55	79	86	14	96	63	25	7	49	6	37	45	71
36	30	0	76	55	27	19	26	92	15	45	44	54	85	66	43	94	18	54	35	52	34	64	7	91	87	86	25	4	11	26	44	94	93	37	72	27	38	83	80
91	79	76	0	29	41	41	92	32	8	39	46	52	79	90	49	71	10	1	59	66	51	92	30	51	65	50	5	3	72	58	47	53	99	7	94	7	58	59	63
20	25	55	29	0	35	43	17	17	33	36	16	23	56	15	70	39	52	48	100	10	38	73	85	46	9	86	8	65	30	40	19	22	42	12	5	43	94	63	73
55	18	27	41	35	0	25	22	81	50	75	39	17	45	72	95	21	6	32	3	76	55	73	76	48	50	95	28	7	33	87	80	96	22	15	59	6	98	44	13
14	89	19	41	43	25	0	36	34	56	22	1	63	46	41	97	5	26	1	87	57	7	92	89	62	74	27	15	30	73	10	52	100	68	23	13	32	27	78	34
28	23	26	92	17	22	36	0	94	63	15	12	68	59	5	43	46	5	55	62	74	87	26	78	97	18	39	22	77	98	50	79	53	63	97	75	56	18	74	3
37	11	92	32	17	81	34	94	0	44	11	9	17	67	33	89	11	25	72	35	85	52	62	55	75	60	39	78	44	38	46	99	71	37	16	52	5	69	73	60
76	12	15	8	33	50	56	63	44	0	36	87	29	92	5	77	36	76	99	98	42	25	63	69	4	43	25	69	64	4	74	87	97	99	37	28	9	100	24	94
23	52	45	39	36	75	22	15	11	36	0	98	7	97	21	65	44	76	28	16	14	26	97	50	74	63	70	18	84	73	51	13	56	1	75	15	12	74	69	91
10	43	44	46	16	39	1	12	9	87	98	0	14	75	53	74	40	58	99	38	87	32	28	33	54	15	33	57	31	27	91	29	73	8	92	62	42	39	33	98
84	32	54	52	23	17	63	68	17	29	7	14	0	22	70	24	83	87	95	89	7	87	39	3	12	46	36	82	54	57	62	14	82	68	17	78	10	94	8	53
36	21	85	79	56	45	46	59	67	92	97	75	22	0	56	21	99	86	14	62	35	89	21	88	67	48	65	2	42	44	41	42	73	95	73	27	69	19	36	94
5	22	66	90	15	72	41	5	33	5	21	53	70	56	0	50	12	15	79	55	27	40	7	61	48	44	31	84	43	54	16	8	14	43	91	67	34	59	73	85
