70
0	78	28	61	48	58	15	72	86	61	30	60	14	93	20	19	57	24	23	27	44	87	68	54	40	1	25	24	94	33	67	66	97	78	45	78	70	44	47	7	82	34	71	80	17	62	84	87	89	7	47	7	46	2	7	63	32	64	19	90	80	11	58	29	19	58	63	40	20	35
78	0	51	49	71	50	22	14	50	25	68	33	17	96	46	85	64	57	72	26	93	9	64	55	25	7	93	1	3	64	50	29	7	38	58	98	14	12	54	14	9	59	49	37	47	5	38	86	46	23	12	100	41	31	49	56	35	39	43	20	37	69	51	24	3	37	48	48	7	12
28	51	0	98	22	81	39	79	71	2	2	96	5	82	39	40	93	73	10	63	18	5	22	4	68	20	19	63	71	91	9	47	63	37	13	85	94	11	14	78	90	4	26	87	56	21	98	74	55	22	39	12	11	13	73	80	92	37	78	15	39	2	62	51	88	34	35	29	62	95
61	49	98	0	38	18	3	16	41	33	79	85	24	40	62	88	53	5	13	63	53	67	27	28	35	34	49	16	96	16	27	46	8	2	69	92	12	26	10	45	88	70	67	82	13	99	61	24	50	80	2	67	41	79	38	73	44	23	47	42	70	12	63	95	87	86	34	95	53	21
48	71	22	38	0	23	66	78	3	71	85	90	36	37	7	73	17	16	48	9	70	61	65	68	6	19	32	65	62	64	88	46	13	58	22	27	20	54	85	87	3	34	7	59	84	34	10	20	20	5	49	86	68	2	20	58	67	88	36	31	90	59	16	83	79	9	96	32	73	32
58	50	81	18	23	0	73	15	69	57	1	64	90	26	13	66	9	45	37	98	76	24	29	88	49	58	42	24	8	38	47	23	99	35	2	83	62	22	40	43	55	72	70	94	55	92	51	48	25	87	72	15	55	31	7	17	57	21	25	54	30	89	72	62	77	66	29	80	54	39
15	22	39	3	66	73	0	95	36	27	61	94	69	88	58	51	92	73	20	73	84	39	9	20	56	8	51	46	29	12	56	18	24	88	37	20	73	58	42	6	12	12	67	85	32	21	43	27	49	88	1	86	89	37	95	52	20	46	9	15	13	34	69	54	58	20	11	38	18	75
72	14	79	16	78	15	95	0	49	64	58	92	90	39	15	34	48	45	19	53	34	43	15	25	40	14	99	89	87	68	5	74	48	33	48	15	16	25	93	31	27	1	7	57	66	69	48	85	76	41	98	49	7	18	96	32	54	92	27	4	61	26	98	67	55	100	94	22	89	77
86	50	71	41	3	69	36	49	0	59	21	35	33	16	74	38	69	83	70	43	71	80	38	30	18	39	87	3	48	35	37	62	33	94	24	3	53	90	67	24	55	90	34	90	92	46	93	42	66	8	68	74	64	42	54	56	31	33	50	55	55	12	52	22	14	95	100	15	98	72
61	25	2	33	71	57	27	64	59	0	63	82	29	35	55	25	81	100	5	94	82	2	90	38	1	96	22	41	96	80	60	75	29	66	100	84	65	99	86	93	29	71	29	38	99	92	99	89	4	39	14	30	24	68	38	70	39	53	12	5	45	95	7	96	33	62	58	95	25	86
