50
0	56	34	50	75	8	99	53	3	59	30	91	3	40	100	32	14	9	39	68	15	83	44	57	58	6	44	3	28	32	82	27	59	21	84	39	63	96	81	52	76	7	95	31	12	17	73	66	18	71
56	0	63	38	17	4	87	48	62	22	67	39	79	23	49	12	83	64	2	34	94	1	19	33	15	86	56	3	74	79	23	56	61	76	54	27	21	79	27	34	36	12	66	69	65	57	60	84	86	82
34	63	0	15	75	30	33	90	49	13	79	88	56	68	92	66	5	39	31	16	54	3	40	19	82	96	26	1	43	55	99	38	38	26	44	48	66	5	24	23	22	60	62	32	81	14	35	96	3	85
50	38	15	0	44	14	64	66	85	36	30	63	91	35	48	100	2	21	93	84	38	88	16	3	11	36	82	70	90	8	88	15	2	37	21	99	17	20	44	56	77	1	51	90	35	6	44	20	8	97
75	17	75	44	0	71	26	24	14	11	75	71	97	68	59	36	72	92	34	80	74	62	8	88	6	89	47	92	88	41	97	82	94	67	25	89	19	83	87	32	53	20	26	8	5	53	78	23	27	26
8	4	30	14	71	0	44	56	59	77	8	36	42	85	62	97	53	63	29	54	94	12	32	6	4	99	91	96	29	99	12	16	41	41	4	69	33	41	71	88	95	33	36	9	78	33	97	28	70	7
99	87	33	64	26	44	0	79	80	22	77	22	89	59	77	81	96	63	20	31	26	13	12	28	82	16	31	21	92	66	99	82	14	33	17	80	19	38	26	74	76	41	34	61	32	42	97	82	78	25
53	48	90	66	24	56	79	0	100	90	78	83	50	84	33	62	78	13	92	66	88	61	97	48	26	74	50	33	44	64	50	25	5	51	77	60	76	76	86	12	79	77	66	17	69	69	61	27	63	89
3	62	49	85	14	59	80	100	0	40	98	33	82	78	38	40	28	89	13	27	3	75	40	64	57	89	59	59	85	60	32	86	75	89	41	24	91	27	32	48	27	61	88	56	14	79	38	23	50	93
59	22	13	36	11	77	22	90	40	0	64	31	17	52	26	9	57	65	48	6	32	97	51	80	50	100	65	68	27	30	14	39	10	95	26	40	90	6	37	8	22	79	77	80	41	89	72	28	77	11
30	67	79	30	75	8	77	78	98	64	0	27	30	2	66	87	20	75	78	92	72	8	92	30	56	63	90	99	47	1	62	42	62	49	94	2	57	5	51	43	86	44	89	73	82	25	6	28	80	45
91	39	88	63	71	36	22	83	33	31	27	0	27	36	55	84	86	65	69	99	48	12	38	27	57	23	100	24	59	11	74	88	51	12	99	92	38	37	77	2	17	24	28	8	60	92	98	87	95	88
3	79	56	91	97	42	89	50	82	17	30	27	0	82	10	60	50	86	8	48	30	47	6	31	55	8	91	43	41	96	55	97	36	75	98	16	95	73	29	13	67	34	30	59	18	45	62	31	41	37
40	23	68	35	68	85	59	84	78	52	2	36	82	0	30	69	52	82	68	76	12	65	26	46	55	35	5	100	68	39	65	47	10	26	57	21	54	81	58	91	100	43	65	100	75	19	68	16	25	74
100	49	92	48	59	62	77	33	38	26	66	55	10	30	0	47	69	17	74	46	86	49	52	3	44	52	51	11	52	14	17	92	92	58	54	60	14	80	93	36	84	88	27	12	39	89	79	90	100	2
32	12	66	100	36	97	81	62	40	9	87	84	60	69	47	0	8	7	99	46	72	71	100	89	11	46	91	41	23	78	66	65	30	89	68	30	55	96	18	67	6	59	36	21	92	55	78	58	59	17
14	83	5	2	72	53	96	78	28	57	20	86	50	52	69	8	0	22	45	95	80	99	86	9	6	39	9	54	49	47	19	92	100	71	44	16	44	71	20	35	21	78	31	66	84	36	77	14	85	76
9	64	39	21	92	63	63	13	89	65	75	65	86	82	17	7	22	0	55	44	22	84	82	34	64	1	82	56	83	48	11	15	44	79	90	47	41	65	22	11	79	42	17	2	45	55	58	46	52	86
39	2	31	93	34	29	20	92	13	48	78	69	8	68	74	99	45	55	0	59	18	17	33	55	4	99	19	21	69	32	24	87	92	89	49	5	77	46	72	90	99	80	73	92	42	26	24	44	68	38
68	34	16	84	80	54	31	66	27	6	92	99	48	76	46	46	95	44	59	0	35	34	84	97	67	15	62	15	69	57	64	8	79	38	50	8	96	31	99	18	19	95	44	37	23	5	96	8	29	22
15	94	54	38	74	94	26	88	3	32	72	48	30	12	86	72	80	22	18	35	0	100	24	94	80	51	59	73	89	81	89	41	55	39	58	85	74	14	8	21	41	34	2	9	23	34	12	11	13	2
83	1	3	88	62	12	13	61	75	97	8	12	47	65	49	71	99	84	17	34	100	0	71	84	31	54	26	73	78	83	71	29	1	96	75	64	63	41	84	16	91	19	2	97	17	53	78	69	27	53
44	19	40	16	8	32	12	97	40	51	92	38	6	26	52	100	86	82	33	84	24	71	0	99	91	13	94	57	81	63	66	37	35	58	98	4	21	20	39	74	44	65	93	44	62	5	72	81	20	90
57	33	19	3	88	6	28	48	64	80	30	27	31	46	3	89	9	34	55	97	94	84	99	0	64	97	85	61	61	39	45	73	13	25	44	23	71	73	2	90	24	77	100	66	27	5	97	90	2	53
58	15	82	11	6	4	82	26	57	50	56	57	55	55	44	11	6	64	4	67	80	31	91	64	0	10	42	99	38	68	88	81	84	84	21	96	14	100	44	67	68	33	56	88	50	23	16	35	83	20
6	86	96	36	89	99	16	74	89	100	63	23	8	35	52	46	39	1	99	15	51	54	13	97	10	0	79	72	99	74	30	66	97	21	38	7	23	91	60	50	55	29	84	94	81	55	80	78	28	49
44	56	26	82	47	91	31	50	59	65	90	100	91	5	51	91	9	82	19	62	59	26	94	85	42	79	0	13	17	69	22	56	86	60	3	98	68	19	65	44	9	45	50	36	25	18	23	28	25	75
3	3	1	70	92	96	21	33	59	68	99	24	43	100	11	41	54	56	21	15	73	73	57	61	99	72	13	0	97	61	85	60	75	21	41	87	42	14	34	51	38	61	87	46	49	39	2	50	62	59
28	74	43	90	88	29	92	44	85	27	47	59	41	68	52	23	49	83	69	69	89	78	81	61	38	99	17	97	0	57	58	82	93	98	10	62	14	95	67	72	97	96	87	78	9	48	30	67	26	95
32	79	55	8	41	99	66	64	60	30	1	11	96	39	14	78	47	48	32	57	81	83	63	39	68	74	69	61	57	0	50	42	53	99	12	13	30	58	70	54	32	74	2	89	14	63	23	20	99	75
82	23	99	88	97	12	99	50	32	14	62	74	55	65	17	66	19	11	24	64	89	71	66	45	88	30	22	85	58	50	0	50	85	44	73	17	68	36	60	75	25	32	96	76	23	40	100	20	2	17
27	56	38	15	82	16	82	25	86	39	42	88	97	47	92	65	92	15	87	8	41	29	37	73	81	66	56	60	82	42	50	0	25	6	82	33	16	79	62	77	69	92	100	18	94	27	6	75	89	43
59	61	38	2	94	41	14	5	75	10	62	51	36	10	92	30	100	44	92	79	55	1	35	13	84	97	86	75	93	53	85	25	0	50	91	16	94	62	45	77	80	10	18	53	67	37	11	81	80	36
21	76	26	37	67	41	33	51	89	95	49	12	75	26	58	89	71	79	89	38	39	96	58	25	84	21	60	21	98	99	44	6	50	0	46	26	22	49	24	89	49	15	17	31	32	93	94	15	21	14
