50
0	36	29	59	43	65	52	70	16	46	8	47	77	41	59	4	91	27	13	62	45	41	28	39	98	9	25	25	8	4	86	47	8	26	13	88	13	83	39	100	75	68	50	39	52	9	92	63	67	20
36	0	94	59	45	97	29	78	83	19	14	58	23	78	66	11	63	50	32	85	34	48	58	18	39	41	43	64	98	24	5	87	8	66	67	78	10	63	35	21	77	80	12	98	100	55	97	84	69	99
29	94	0	68	96	71	81	47	97	72	93	97	18	59	18	70	45	21	54	18	94	75	43	72	26	56	77	80	72	60	16	9	41	87	18	87	44	89	30	51	49	11	87	32	41	54	87	11	85	83
59	59	68	0	24	54	3	76	23	46	18	61	77	4	38	1	41	88	14	92	50	56	64	50	17	10	34	87	63	43	25	28	12	99	35	90	73	84	92	16	43	98	95	12	81	95	58	30	68	39
43	45	96	24	0	43	91	60	7	75	15	77	68	10	59	24	24	22	11	97	5	16	61	32	59	100	9	55	83	92	59	93	80	13	76	28	48	31	98	5	68	49	10	42	92	43	72	44	34	93
65	97	71	54	43	0	1	62	75	29	31	60	84	96	81	87	43	78	93	17	10	91	15	46	35	56	57	12	96	10	85	57	70	52	3	61	44	12	74	48	44	99	71	48	78	97	7	7	98	28
52	29	81	3	91	1	0	81	3	69	86	62	64	53	96	89	88	28	7	87	1	32	75	33	42	19	97	31	85	56	86	24	29	47	18	70	2	76	31	54	21	55	81	55	33	47	53	78	86	28
70	78	47	76	60	62	81	0	11	10	38	78	78	50	44	72	11	44	74	42	87	88	36	86	31	68	30	17	61	97	4	38	56	98	12	14	11	86	8	29	53	17	92	59	9	44	4	52	71	79
16	83	97	23	7	75	3	11	0	37	83	39	39	42	78	17	52	23	39	78	57	28	74	58	75	55	91	2	48	43	49	48	68	22	36	91	47	85	69	65	47	63	36	70	71	62	39	85	76	66
46	19	72	46	75	29	69	10	37	0	59	92	11	67	87	25	46	18	64	71	71	16	61	11	29	43	26	77	50	64	27	11	84	44	60	63	100	82	22	2	51	22	65	30	29	66	11	5	62	82
8	14	93	18	15	31	86	38	83	59	0	40	4	52	74	88	18	90	35	23	7	61	55	61	46	45	67	75	61	71	44	27	46	17	72	58	100	31	72	91	12	42	19	63	75	61	10	76	13	70
47	58	97	61	77	60	62	78	39	92	40	0	74	45	30	16	28	61	65	74	74	31	37	72	36	31	96	44	88	87	57	89	5	89	21	15	15	95	65	37	32	45	84	90	84	96	30	73	83	76
77	23	18	77	68	84	64	78	39	11	4	74	0	95	70	5	25	44	62	30	51	43	86	86	79	62	54	94	93	37	1	33	60	51	85	19	27	89	85	62	20	57	20	45	79	94	3	77	68	25
41	78	59	4	10	96	53	50	42	67	52	45	95	0	38	38	60	76	70	48	9	50	34	57	76	3	13	5	9	49	7	81	23	32	31	89	69	30	99	75	42	52	87	84	23	89	64	86	16	49
59	66	18	38	59	81	96	44	78	87	74	30	70	38	0	4	79	100	11	61	60	74	79	18	11	78	33	19	23	40	88	80	57	58	86	55	46	82	95	42	64	74	42	82	1	76	32	93	18	73
4	11	70	1	24	87	89	72	17	25	88	16	5	38	4	0	96	17	58	12	48	26	37	14	2	58	18	25	73	33	95	54	19	59	93	97	76	77	69	58	28	5	8	33	46	45	57	81	92	88
91	63	45	41	24	43	88	11	52	46	18	28	25	60	79	96	0	40	41	76	90	41	81	83	53	81	81	85	35	93	61	17	75	2	58	75	19	28	5	20	36	64	13	92	82	69	55	73	20	66
27	50	21	88	22	78	28	44	23	18	90	61	44	76	100	17	40	0	12	76	81	42	73	95	20	36	61	61	68	93	51	2	27	21	52	97	20	16	29	94	92	48	63	50	67	81	47	99	81	4
13	32	54	14	11	93	7	74	39	64	35	65	62	70	11	58	41	12	0	41	7	41	98	7	4	11	87	46	55	17	52	63	1	41	52	31	73	92	25	46	22	97	38	100	16	46	97	86	1	64
62	85	18	92	97	17	87	42	78	71	23	74	30	48	61	12	76	76	41	0	19	95	16	38	24	40	39	24	40	85	82	42	11	22	16	37	97	16	53	22	64	3	91	49	68	66	50	92	67	99
45	34	94	50	5	10	1	87	57	71	7	74	51	9	60	48	90	81	7	19	0	16	88	59	10	70	83	59	68	55	19	18	86	46	98	7	84	24	43	90	71	10	6	29	51	44	82	72	67	4
41	48	75	56	16	91	32	88	28	16	61	31	43	50	74	26	41	42	41	95	16	0	54	81	89	83	25	20	29	82	76	29	3	66	97	38	88	54	96	80	68	21	41	83	40	94	52	43	36	53
28	58	43	64	61	15	75	36	74	61	55	37	86	34	79	37	81	73	98	16	88	54	0	21	20	70	13	12	62	82	94	70	5	34	73	25	64	93	72	74	53	74	5	50	82	95	1	81	48	9
39	18	72	50	32	46	33	86	58	11	61	72	86	57	18	14	83	95	7	38	59	81	21	0	73	8	35	14	53	51	89	72	40	76	42	10	74	72	34	89	68	46	9	73	75	51	53	53	82	48
98	39	26	17	59	35	42	31	75	29	46	36	79	76	11	2	53	20	4	24	10	89	20	73	0	17	34	57	4	79	63	46	69	99	58	74	65	53	24	68	41	30	6	81	26	63	17	34	28	75
9	41	56	10	100	56	19	68	55	43	45	31	62	3	78	58	81	36	11	40	70	83	70	8	17	0	89	68	82	21	34	9	6	96	95	70	95	18	24	46	77	95	65	71	64	74	2	6	32	87
25	43	77	34	9	57	97	30	91	26	67	96	54	13	33	18	81	61	87	39	83	25	13	35	34	89	0	94	63	98	47	77	84	100	88	25	83	56	22	3	60	51	56	98	7	49	100	84	23	28
25	64	80	87	55	12	31	17	2	77	75	44	94	5	19	25	85	61	46	24	59	20	12	14	57	68	94	0	87	28	3	31	8	66	84	31	16	22	18	19	86	49	71	68	45	66	92	47	97	44
8	98	72	63	83	96	85	61	48	50	61	88	93	9	23	73	35	68	55	40	68	29	62	53	4	82	63	87	0	82	5	80	27	15	33	100	85	49	100	61	92	55	9	12	5	38	29	84	1	95
4	24	60	43	92	10	56	97	43	64	71	87	37	49	40	33	93	93	17	85	55	82	82	51	79	21	98	28	82	0	45	37	81	89	38	40	46	98	61	37	61	57	76	22	61	61	3	99	5	17
86	5	16	25	59	85	86	4	49	27	44	57	1	7	88	95	61	51	52	82	19	76	94	89	63	34	47	3	5	45	0	83	89	2	42	24	30	47	87	42	96	39	74	11	21	39	57	15	26	65
47	87	9	28	93	57	24	38	48	11	27	89	33	81	80	54	17	2	63	42	18	29	70	72	46	9	77	31	80	37	83	0	81	41	56	9	72	94	85	10	5	26	81	74	99	38	41	68	65	81
8	8	41	12	80	70	29	56	68	84	46	5	60	23	57	19	75	27	1	11	86	3	5	40	69	6	84	8	27	81	89	81	0	46	65	94	72	77	25	25	86	85	16	11	7	51	16	90	47	2
26	66	87	99	13	52	47	98	22	44	17	89	51	32	58	59	2	21	41	22	46	66	34	76	99	96	100	66	15	89	2	41	46	0	28	63	75	71	89	66	29	15	62	60	18	83	53	36	51	60
13	67	18	35	76	3	18	12	36	60	72	21	85	31	86	93	58	52	52	16	98	97	73	42	58	95	88	84	33	38	42	56	65	28	0	82	9	59	22	32	9	54	85	95	13	82	67	30	66	11
88	78	87	90	28	61	70	14	91	63	58	15	19	89	55	97	75	97	31	37	7	38	25	10	74	70	25	31	100	40	24	9	94	63	82	0	91	92	9	34	89	11	52	91	74	82	73	70	34	84
13	10	44	73	48	44	2	11	47	100	100	15	27	69	46	76	19	20	73	97	84	88	64	74	65	95	83	16	85	46	30	72	72	75	9	91	0	54	89	17	95	36	50	25	87	17	36	98	45	44
83	63	89	84	31	12	76	86	85	82	31	95	89	30	82	77	28	16	92	16	24	54	93	72	53	18	56	22	49	98	47	94	77	71	59	92	54	0	99	32	89	79	5	86	76	12	91	92	3	66
39	35	30	92	98	74	31	8	69	22	72	65	85	99	95	69	5	29	25	53	43	96	72	34	24	24	22	18	100	61	87	85	25	89	22	9	89	99	0	57	70	99	65	89	80	8	90	39	75	31
100	21	51	16	5	48	54	29	65	2	91	37	62	75	42	58	20	94	46	22	90	80	74	89	68	46	3	19	61	37	42	10	25	66	32	34	17	32	57	0	17	27	91	42	91	47	64	36	9	49
75	77	49	43	68	44	21	53	47	51	12	32	20	42	64	28	36	92	22	64	71	68	53	68	41	77	60	86	92	61	96	5	86	29	9	89	95	89	70	17	0	87	53	7	2	92	89	70	1	2
68	80	11	98	49	99	55	17	63	22	42	45	57	52	74	5	64	48	97	3	10	21	74	46	30	95	51	49	55	57	39	26	85	15	54	11	36	79	99	27	87	0	37	29	100	57	1	77	43	33
50	12	87	95	10	71	81	92	36	65	19	84	20	87	42	8	13	63	38	91	6	41	5	9	6	65	56	71	9	76	74	81	16	62	85	52	50	5	65	91	53	37	0	24	57	50	50	44	10	86
39	98	32	12	42	48	55	59	70	30	63	90	45	84	82	33	92	50	100	49	29	83	50	73	81	71	98	68	12	22	11	74	11	60	95	91	25	86	89	42	7	29	24	0	88	95	88	63	89	39
52	100	41	81	92	78	33	9	71	29	75	84	79	23	1	46	82	67	16	68	51	40	82	75	26	64	7	45	5	61	21	99	7	18	13	74	87	76	80	91	2	100	57	88	0	80	21	19	13	57
9	55	54	95	43	97	47	44	62	66	61	96	94	89	76	45	69	81	46	66	44	94	95	51	63	74	49	66	38	61	39	38	51	83	82	82	17	12	8	47	92	57	50	95	80	0	88	50	26	98
92	97	87	58	72	7	53	4	39	11	10	30	3	64	32	57	55	47	97	50	82	52	1	53	17	2	100	92	29	3	57	41	16	53	67	73	36	91	90	64	89	1	50	88	21	88	0	56	66	35
63	84	11	30	44	7	78	52	85	5	76	73	77	86	93	81	73	99	86	92	72	43	81	53	34	6	84	47	84	99	15	68	90	36	30	70	98	92	39	36	70	77	44	63	19	50	56	0	16	84
67	69	85	68	34	98	86	71	76	62	13	83	68	16	18	92	20	81	1	67	67	36	48	82	28	32	23	97	1	5	26	65	47	51	66	34	45	3	75	9	1	43	10	89	13	26	66	16	0	9
20	99	83	39	93	28	28	79	66	82	70	76	25	49	73	88	66	4	64	99	4	53	9	48	75	87	28	44	95	17	65	81	2	60	11	84	44	66	31	49	2	33	86	39	57	98	35	84	9	0
