70
0	93	11	85	41	34	71	88	10	58	4	59	47	37	8	91	74	72	59	96	60	12	3	86	20	45	92	8	61	29	19	74	99	92	92	42	74	76	19	22	77	2	26	90	34	44	87	64	77	91	44	75	94	71	37	94	60	15	40	64	48	74	96	25	60	42	47	86	85	32
93	0	8	65	38	83	53	82	17	52	8	35	80	15	74	45	63	4	24	71	30	15	10	33	36	34	17	99	19	86	58	16	50	79	21	57	73	99	58	44	51	32	67	14	68	99	87	19	36	61	69	21	93	68	16	32	66	92	28	92	3	4	74	57	39	59	73	31	88	97
11	8	0	88	35	2	49	12	37	34	18	8	13	24	79	42	18	1	90	6	23	32	95	97	71	80	31	82	53	43	99	29	50	65	63	4	71	74	12	66	70	67	89	79	6	82	81	99	51	78	66	88	30	51	6	64	81	40	10	69	2	37	90	24	89	89	89	27	81	48
85	65	88	0	21	18	57	82	34	86	24	36	34	55	7	47	43	58	23	9	78	84	53	41	8	60	100	16	69	59	81	77	9	82	15	99	82	90	40	2	40	22	48	27	80	11	23	24	48	57	64	48	29	22	89	15	67	90	14	30	53	83	89	88	89	90	23	22	22	13
41	38	35	21	0	5	60	15	74	57	84	77	3	73	85	23	69	82	83	14	27	22	34	54	62	82	100	64	87	31	4	90	10	65	10	93	27	69	29	98	42	43	100	25	42	20	80	15	54	87	78	46	41	13	7	89	56	10	32	75	95	48	80	39	7	48	38	93	93	82
34	83	2	18	5	0	23	22	22	20	5	50	75	86	75	100	88	5	10	65	83	17	7	26	23	46	58	20	87	9	9	68	35	36	8	96	73	78	35	91	59	88	14	87	4	46	14	47	28	62	38	74	10	11	80	52	65	79	69	20	44	9	99	84	64	1	96	9	96	83
71	53	49	57	60	23	0	28	21	73	31	69	81	11	79	67	81	2	77	26	45	34	45	62	12	53	84	33	59	88	42	16	96	46	43	53	70	54	74	29	29	50	10	34	51	71	97	40	58	86	44	17	50	43	71	1	80	46	3	61	43	95	55	43	88	31	46	54	68	1
88	82	12	82	15	22	28	0	31	2	22	64	88	92	22	9	74	63	33	32	22	5	88	26	21	84	14	96	87	73	58	26	89	95	24	82	84	79	96	28	11	8	20	62	14	19	39	14	4	10	49	85	97	66	91	79	22	65	72	91	13	88	6	52	73	78	80	79	69	48
10	17	37	34	74	22	21	31	0	57	66	77	87	61	13	62	61	80	60	19	59	27	95	73	26	70	43	3	60	17	73	26	77	84	80	17	56	1	85	1	51	67	91	1	41	54	48	23	53	65	88	95	36	82	62	27	41	95	85	30	34	24	3	99	6	90	28	78	31	44
58	52	34	86	57	20	73	2	57	0	32	26	66	95	45	90	49	57	63	15	74	6	37	33	79	44	58	32	15	16	99	52	29	84	74	28	17	2	70	47	50	52	25	22	15	45	5	31	19	47	68	92	22	25	54	63	83	40	99	29	17	76	78	82	88	49	1	70	11	89
4	8	18	24	84	5	31	22	66	32	0	56	63	50	59	52	42	38	51	42	81	32	47	47	8	2	69	89	92	9	45	54	65	42	69	62	70	24	79	96	9	73	44	100	91	27	57	42	20	97	85	40	83	93	39	88	27	56	88	22	100	17	93	44	13	64	34	57	85	39
59	35	8	36	77	50	69	64	77	26	56	0	58	20	84	58	38	10	51	12	85	45	3	51	16	60	14	73	71	78	23	46	85	2	66	2	47	6	86	85	41	64	96	85	49	33	14	57	82	60	93	29	96	97	71	7	51	19	54	7	46	3	56	51	49	24	79	20	93	46
47	80	13	34	3	75	81	88	87	66	63	58	0	59	23	73	5	68	23	55	92	41	65	19	36	50	50	13	96	21	6	91	80	30	8	40	21	29	71	82	57	9	9	67	46	26	66	34	23	35	40	35	77	37	11	17	84	87	71	1	89	49	77	94	31	72	82	63	94	5
37	15	24	55	73	86	11	92	61	95	50	20	59	0	85	80	33	52	92	41	22	9	39	15	45	74	17	32	98	83	15	76	82	16	65	55	69	54	31	85	1	69	89	68	42	25	67	81	27	35	17	84	54	2	76	62	17	85	27	45	79	3	11	81	52	42	37	14	66	89
8	74	79	7	85	75	79	22	13	45	59	84	23	85	0	62	24	40	100	26	23	61	32	81	96	92	31	22	72	9	40	39	49	98	4	42	86	54	6	86	17	39	21	74	32	98	97	11	3	56	51	24	47	81	28	57	4	43	2	100	49	3	9	75	60	40	18	97	13	45
91	45	42	47	23	100	67	9	62	90	52	58	73	80	62	0	32	53	69	79	4	30	22	32	1	49	31	93	36	66	44	42	39	76	67	53	87	93	73	15	83	19	62	3	88	41	68	10	23	32	34	85	83	64	98	44	62	19	100	32	33	65	76	9	57	14	63	36	55	29
74	63	18	43	69	88	81	74	61	49	42	38	5	33	24	32	0	78	89	93	6	85	21	48	75	67	87	28	79	51	5	52	4	28	60	94	87	2	11	96	11	47	95	35	76	67	6	14	61	92	56	91	50	35	1	57	34	28	85	16	31	63	69	14	67	58	32	1	28	58
