80
0	65	100	16	65	64	22	69	60	86	5	18	97	58	73	76	11	37	63	87	83	23	20	96	28	37	59	5	64	21	43	45	87	51	15	13	8	36	14	11	27	47	59	32	74	44	66	90	69	4	46	37	18	42	57	41	84	13	1	62	36	39	2	19	15	23	91	21	73	11	79	76	57	3	12	63	85	35	11	14
65	0	11	51	23	30	11	66	4	45	38	30	81	37	69	41	15	72	68	53	19	43	4	95	25	99	80	37	58	95	5	68	15	58	69	95	59	49	78	3	72	100	15	75	42	67	59	46	30	39	72	47	21	27	20	16	65	50	56	14	84	61	5	20	29	32	86	29	44	84	62	30	42	67	45	13	13	15	20	15
100	11	0	92	99	19	85	4	87	20	82	31	48	45	67	32	2	83	42	32	75	18	78	61	40	6	33	51	67	29	16	6	12	46	4	76	84	99	100	10	87	85	19	12	82	73	95	87	82	71	43	47	63	36	23	92	5	42	45	26	36	31	18	71	9	56	6	63	74	39	50	22	73	31	96	70	49	44	26	80
16	51	92	0	90	14	28	46	69	35	28	83	6	46	86	53	43	26	53	87	19	53	38	62	53	62	9	22	9	91	13	24	54	81	29	40	42	83	76	6	96	15	49	9	54	87	100	44	3	84	98	65	18	28	91	32	29	17	85	3	27	71	68	76	66	92	8	10	59	28	55	26	46	18	12	70	40	92	32	67
65	23	99	90	0	26	51	56	23	43	48	20	39	95	93	78	52	84	55	12	58	91	14	78	79	99	78	75	78	82	6	50	50	14	65	14	80	55	1	95	42	27	98	8	34	67	70	77	42	45	9	56	28	20	100	31	97	91	37	70	38	84	67	11	5	43	95	67	41	75	63	55	15	44	34	49	27	88	87	79
64	30	19	14	26	0	13	86	9	20	7	85	100	27	32	25	86	57	36	100	81	36	23	57	97	2	17	85	71	22	45	89	35	64	88	30	76	92	30	6	9	87	17	15	65	85	39	40	55	86	61	75	47	45	1	85	58	26	75	7	76	66	58	58	50	27	55	19	20	80	64	91	11	38	2	1	31	10	81	38
22	11	85	28	51	13	0	47	65	40	60	80	11	98	4	9	17	74	70	49	35	97	54	17	87	54	26	62	29	87	24	81	46	78	33	32	2	92	33	96	79	58	50	24	46	76	30	29	38	95	39	19	6	43	47	7	23	7	88	74	54	98	89	83	21	26	31	47	19	38	58	61	96	89	26	56	74	7	96	79
69	66	4	46	56	86	47	0	62	2	46	41	48	16	92	32	83	15	100	78	4	79	13	58	17	52	37	44	94	48	14	35	4	93	99	33	53	68	76	15	80	20	94	68	34	11	11	29	70	21	41	100	71	23	95	84	45	93	66	53	26	92	19	58	21	26	59	77	1	94	40	68	17	44	55	36	43	9	68	14
60	4	87	69	23	9	65	62	0	95	2	74	40	19	61	14	54	32	43	79	29	46	12	87	10	83	43	29	46	21	6	55	30	66	28	4	50	47	62	86	32	77	44	97	10	4	67	73	99	21	94	21	3	56	63	10	6	53	88	94	42	76	80	60	13	47	26	1	76	31	18	61	60	60	57	79	89	56	69	29
86	45	20	35	43	20	40	2	95	0	96	63	50	77	64	56	30	33	6	41	44	55	32	88	60	82	38	30	78	47	5	96	95	8	85	79	92	91	72	35	9	90	32	24	24	98	91	19	35	48	69	20	14	57	48	17	81	43	48	29	73	34	54	65	31	96	74	79	29	65	82	33	18	92	35	63	6	78	70	44
