30
0	44	34	33	50	4	28	34	44	13	31	46	47	33	19	17	24	21	5	27	43	44	33	22	30	9	35	23	29	43
44	0	3	16	31	33	6	3	16	21	18	50	50	26	43	7	43	46	12	35	9	9	1	18	16	20	12	40	16	28
34	3	0	20	24	23	2	6	25	50	12	32	24	28	24	17	13	5	13	16	32	42	37	31	6	19	20	48	11	49
33	16	20	0	11	12	46	16	18	25	21	44	39	18	18	13	8	5	21	28	30	41	37	48	4	5	15	28	45	40
50	31	24	11	0	6	21	2	19	25	48	4	35	7	2	8	31	5	5	27	16	33	30	29	42	39	9	33	42	46
4	33	23	12	6	0	42	26	31	19	13	26	18	19	12	22	35	12	7	13	18	24	41	9	26	42	48	39	43	2
28	6	2	46	21	42	0	50	16	8	11	22	41	31	50	26	21	30	39	6	24	20	50	4	35	18	24	12	18	23
34	3	6	16	2	26	50	0	38	9	18	4	41	5	36	29	48	32	14	36	4	19	46	30	32	44	2	27	43	29
44	16	25	18	19	31	16	38	0	47	28	46	48	30	25	18	16	28	32	5	26	5	43	2	16	4	7	40	12	30
13	21	50	25	25	19	8	9	47	0	21	48	10	45	22	43	19	28	45	31	39	41	21	50	3	23	7	21	32	44
31	18	12	21	48	13	11	18	28	21	0	32	30	20	9	2	1	31	48	43	29	4	43	50	50	16	38	24	1	29
46	50	32	44	4	26	22	4	46	48	32	0	11	17	42	19	23	50	9	7	16	11	11	21	20	34	44	37	31	14
47	50	24	39	35	18	41	41	48	10	30	11	0	1	3	11	49	6	3	18	45	33	17	30	47	40	23	43	23	25
33	26	28	18	7	19	31	5	30	45	20	17	1	0	48	10	18	46	44	9	12	27	29	20	13	49	16	43	33	37
19	43	24	18	2	12	50	36	25	22	9	42	3	48	0	11	37	38	37	35	30	9	24	10	21	21	30	43	43	39
17	7	17	13	8	22	26	29	18	43	2	19	11	10	11	0	30	29	9	6	1	11	25	50	14	33	40	24	35	42
24	43	13	8	31	35	21	48	16	19	1	23	49	18	37	30	0	47	41	30	47	3	38	43	7	14	21	32	6	28
21	46	5	5	5	12	30	32	28	28	31	50	6	46	38	29	47	0	48	27	44	18	48	27	1	7	16	41	18	16
5	12	13	21	5	7	39	14	32	45	48	9	3	44	37	9	41	48	0	43	8	40	20	9	12	24	16	14	1	9
27	35	16	28	27	13	6	36	5	31	43	7	18	9	35	6	30	27	43	0	9	26	17	21	37	10	38	21	38	3
43	9	32	30	16	18	24	4	26	39	29	16	45	12	30	1	47	44	8	9	0	22	23	18	21	7	28	7	39	8
44	9	42	41	33	24	20	19	5	41	4	11	33	27	9	11	3	18	40	26	22	0	32	10	12	47	2	39	38	41
33	1	37	37	30	41	50	46	43	21	43	11	17	29	24	25	38	48	20	17	23	32	0	10	14	42	45	38	41	27
22	18	31	48	29	9	4	30	2	50	50	21	30	20	10	50	43	27	9	21	18	10	10	0	32	40	20	31	13	7
30	16	6	4	42	26	35	32	16	3	50	20	47	13	21	14	7	1	12	37	21	12	14	32	0	13	39	43	35	12
9	20	19	5	39	42	18	44	4	23	16	34	40	49	21	33	14	7	24	10	7	47	42	40	13	0	29	28	27	40
35	12	20	15	9	48	24	2	7	7	38	44	23	16	30	40	21	16	16	38	28	2	45	20	39	29	0	31	16	14
23	40	48	28	33	39	12	27	40	21	24	37	43	43	43	24	32	41	14	21	7	39	38	31	43	28	31	0	7	17
29	16	11	45	42	43	18	43	12	32	1	31	23	33	43	35	6	18	1	38	39	38	41	13	35	27	16	7	0	19
43	28	49	40	46	2	23	29	30	44	29	14	25	37	39	42	28	16	9	3	8	41	27	7	12	40	14	17	19	0
