80
0	46	22	100	63	24	55	23	70	32	9	72	10	2	71	65	50	13	98	43	20	4	18	48	5	21	77	74	81	1	64	20	78	93	36	63	30	47	97	37	83	6	8	30	46	90	93	11	28	42	23	42	28	21	39	97	77	36	83	92	71	32	20	75	86	75	77	95	87	49	60	65	47	92	25	76	23	36	19	35
46	0	26	46	92	64	77	91	59	24	98	65	32	61	30	86	72	84	81	62	10	96	24	55	80	95	67	47	44	72	54	2	2	42	86	100	19	15	92	31	1	86	45	82	96	86	92	62	29	99	99	19	93	37	86	42	12	98	53	69	52	7	30	19	57	45	79	52	29	67	57	8	12	37	3	84	25	40	38	24
22	26	0	35	59	61	60	28	93	99	16	53	37	40	10	68	61	16	73	1	72	80	44	36	41	22	59	43	16	44	44	35	22	36	92	61	67	50	23	19	3	74	4	67	83	94	35	83	53	55	39	45	65	95	16	69	68	48	89	46	28	32	79	39	7	59	38	9	47	82	6	53	13	86	72	82	40	85	49	66
100	46	35	0	68	56	16	10	7	17	72	10	30	93	50	65	51	58	74	72	43	67	65	44	6	71	1	100	76	31	74	28	9	63	71	59	9	27	2	45	1	40	52	23	96	86	52	68	86	4	59	21	89	77	27	26	2	68	87	4	1	83	82	9	11	33	48	86	91	13	55	82	86	54	35	86	4	52	15	92
63	92	59	68	0	30	89	46	2	26	74	15	53	85	34	31	65	61	21	26	18	55	8	63	35	28	14	32	39	91	92	50	65	3	45	93	47	60	24	38	6	89	26	22	36	46	41	22	46	58	22	78	87	72	87	31	86	63	14	38	58	54	97	79	65	76	42	79	63	23	90	27	21	79	74	11	93	59	22	86
24	64	61	56	30	0	27	64	32	91	96	65	14	100	54	11	88	12	91	44	37	89	19	95	21	19	25	10	65	40	58	29	72	98	1	47	70	83	15	91	65	68	85	89	41	54	69	85	61	2	11	55	10	65	100	45	31	31	73	11	78	29	26	97	92	60	97	4	83	8	62	11	25	10	88	97	17	81	69	17
55	77	60	16	89	27	0	37	79	5	82	79	50	53	81	6	74	83	86	53	5	97	81	24	12	28	84	68	6	7	21	58	28	21	74	77	67	7	89	13	98	53	1	40	31	51	88	33	87	43	57	92	87	59	18	81	69	55	84	75	75	50	74	23	40	43	48	93	57	48	3	2	21	40	7	89	11	43	57	79
23	91	28	10	46	64	37	0	55	60	25	3	76	34	65	85	90	79	26	82	93	71	80	22	38	91	92	58	4	37	70	62	60	75	93	12	56	92	30	54	9	51	19	87	80	95	23	13	21	40	53	47	23	14	56	24	44	11	27	35	4	75	16	86	73	38	25	76	52	29	17	65	65	8	19	10	55	37	34	62
70	59	93	7	2	32	79	55	0	65	95	59	3	81	7	19	63	74	77	60	4	13	14	82	57	31	77	2	71	30	92	4	71	90	68	44	100	9	24	28	88	37	56	76	40	75	16	65	8	5	34	87	43	59	46	37	93	39	64	38	1	88	66	74	14	79	49	41	51	72	64	40	25	10	71	33	16	41	23	11
32	24	99	17	26	91	5	60	65	0	36	84	50	47	52	15	3	23	24	90	79	40	36	21	86	21	39	96	59	78	71	92	11	26	31	54	91	27	76	95	11	37	100	78	44	77	53	34	62	41	12	28	100	79	81	4	46	22	84	49	42	52	69	72	10	80	26	15	25	67	37	100	30	84	99	34	16	44	53	54
9	98	16	72	74	96	82	25	95	36	0	60	100	89	35	44	90	14	26	25	70	80	65	62	33	33	17	72	12	89	47	19	85	64	76	50	86	41	82	41	91	62	23	21	37	70	71	77	88	7	67	26	12	39	6	35	94	72	42	60	97	94	5	90	42	3	38	46	45	66	76	70	84	21	34	35	100	5	79	54
72	65	53	10	15	65	79	3	59	84	60	0	62	92	21	65	83	13	83	63	68	63	93	92	45	65	19	34	27	67	66	65	35	18	7	78	20	91	39	35	85	46	14	42	62	23	71	51	62	94	63	6	24	3	64	58	58	84	91	92	16	11	1	22	38	41	16	18	40	29	62	84	91	100	28	93	91	13	37	41
10	32	37	30	53	14	50	76	3	50	100	62	0	93	90	68	68	92	77	72	50	14	63	62	47	69	7	41	49	90	12	23	11	23	82	48	96	18	45	43	43	76	6	91	75	22	66	57	49	38	71	3	56	67	92	58	82	67	9	2	20	18	3	25	30	6	40	40	49	2	40	38	28	91	57	21	67	8	17	100
2	61	40	93	85	100	53	34	81	47	89	92	93	0	18	50	21	66	7	87	42	57	34	7	33	53	6	12	66	32	27	5	96	28	36	37	49	58	54	31	5	81	63	51	91	88	24	18	40	2	95	23	20	86	76	37	34	57	68	97	89	33	87	47	84	40	15	21	81	65	3	21	61	92	88	32	62	51	33	97
71	30	10	50	34	54	81	65	7	52	35	21	90	18	0	52	21	19	12	94	95	15	12	84	62	98	3	90	83	67	37	66	78	51	72	82	57	17	47	36	75	16	64	41	58	19	59	33	70	100	59	77	100	26	22	27	52	71	83	51	63	30	46	92	98	91	32	3	44	3	50	90	34	77	93	1	48	46	36	54
65	86	68	65	31	11	6	85	19	15	44	65	68	50	52	0	8	37	22	23	21	12	54	29	76	86	47	7	62	61	10	11	92	37	39	66	76	87	95	62	4	67	24	20	54	98	67	22	86	45	100	64	39	85	100	59	73	3	23	87	74	18	51	97	58	65	45	28	34	41	91	40	33	1	43	2	4	46	50	100
50	72	61	51	65	88	74	90	63	3	90	83	68	21	21	8	0	2	64	10	27	25	88	12	18	75	94	40	52	80	81	38	58	30	86	41	43	56	57	28	31	12	46	39	96	60	8	49	14	71	51	39	56	43	88	85	17	46	57	75	45	53	31	2	58	65	68	71	96	70	72	7	26	76	29	40	73	80	3	70
13	84	16	58	61	12	83	79	74	23	14	13	92	66	19	37	2	0	20	45	79	45	82	98	96	75	67	50	91	49	59	46	85	64	66	21	56	70	20	52	91	72	60	45	47	92	72	60	21	15	67	28	5	22	2	66	79	93	95	19	97	41	29	87	56	22	11	46	12	23	68	41	7	77	26	90	55	100	2	16
