60
0	83	68	8	37	14	11	41	44	26	93	99	1	81	97	84	31	50	32	98	20	15	3	71	69	97	51	89	50	14	9	50	75	4	45	37	96	14	33	39	19	27	35	48	76	34	6	61	97	64	9	92	31	7	50	33	77	16	19	60
83	0	63	11	24	21	85	87	14	84	20	3	21	1	21	66	83	28	72	87	89	29	38	62	99	32	56	30	85	57	48	26	7	54	34	42	94	36	14	75	91	13	93	68	35	39	5	95	38	91	40	50	83	72	6	7	78	26	38	47
68	63	0	49	27	55	31	59	54	60	84	10	21	46	12	10	98	23	49	23	99	59	2	30	3	75	27	12	94	65	15	14	36	50	96	83	23	11	72	38	15	63	84	1	82	22	74	60	18	22	55	14	57	39	67	71	64	74	69	11
8	11	49	0	85	50	44	63	63	17	18	16	83	62	20	79	75	12	25	59	63	68	13	37	26	15	12	43	35	84	45	48	57	36	45	61	5	96	90	42	68	79	26	37	26	88	100	61	97	26	99	38	71	74	78	45	32	35	55	60
37	24	27	85	0	44	9	31	91	91	98	7	57	29	66	89	92	100	14	38	49	45	32	64	78	41	20	87	17	55	68	1	93	80	39	78	5	19	47	35	75	56	61	68	49	55	8	47	73	15	66	50	53	14	3	63	42	82	25	14
14	21	55	50	44	0	48	44	84	8	55	29	21	100	45	43	99	79	69	19	23	11	46	80	79	36	99	32	57	80	36	1	49	71	57	22	13	8	91	16	76	50	67	21	90	34	87	83	34	32	22	45	63	67	6	53	74	7	19	3
11	85	31	44	9	48	0	65	53	78	87	24	70	19	6	29	8	23	66	59	13	82	72	34	16	12	59	1	32	67	93	55	44	60	44	81	76	10	26	35	78	71	40	68	43	52	96	26	32	58	30	1	31	34	50	46	52	78	84	77
41	87	59	63	31	44	65	0	74	43	40	79	65	14	30	15	62	57	11	35	66	78	68	89	19	54	64	46	24	3	16	74	8	23	20	4	73	100	95	41	64	4	77	99	91	24	46	90	87	31	32	3	45	58	47	35	35	2	24	56
44	14	54	63	91	84	53	74	0	72	20	9	56	52	19	42	58	77	39	40	98	63	45	71	7	40	35	87	76	98	35	61	44	71	80	64	43	81	93	30	74	59	66	5	73	82	87	53	30	72	81	76	53	64	71	73	100	99	79	66
26	84	60	17	91	8	78	43	72	0	5	82	92	23	39	25	91	84	67	52	9	84	91	20	24	11	56	29	81	88	63	50	17	29	32	99	75	38	53	7	47	76	38	6	96	28	3	20	9	38	29	31	42	27	52	26	73	74	80	48
93	20	84	18	98	55	87	40	20	5	0	30	85	89	84	84	62	9	16	31	76	13	88	64	51	26	61	43	36	92	40	28	67	18	73	80	24	70	37	27	16	99	28	45	68	28	17	6	89	22	57	84	33	28	1	33	39	68	19	3
99	3	10	16	7	29	24	79	9	82	30	0	87	21	18	14	22	63	98	55	59	39	72	74	70	5	23	6	63	42	57	5	37	94	97	46	53	3	92	88	72	83	32	57	46	37	45	87	66	36	88	48	59	10	40	24	40	51	48	23
1	21	21	83	57	21	70	65	56	92	85	87	0	70	92	51	62	24	17	83	100	9	56	72	40	8	41	38	25	40	34	9	79	81	85	32	14	52	66	95	69	72	69	47	82	53	74	14	32	13	79	52	14	38	20	48	91	36	79	81
81	1	46	62	29	100	19	14	52	23	89	21	70	0	13	100	97	58	67	66	60	57	62	37	48	89	42	96	2	20	1	89	27	14	86	34	61	30	4	59	21	73	29	57	71	50	51	27	2	41	7	1	13	86	92	3	81	52	29	33
97	21	12	20	66	45	6	30	19	39	84	18	92	13	0	22	9	81	5	95	35	41	45	41	51	35	71	96	45	3	59	80	86	32	78	2	96	54	15	81	60	38	43	91	33	53	6	100	40	95	58	32	11	42	93	73	89	37	99	27
84	66	10	79	89	43	29	15	42	25	84	14	51	100	22	0	44	40	16	100	70	53	25	85	100	6	23	69	45	26	14	4	61	7	59	8	20	49	23	47	72	25	34	22	77	57	69	67	87	6	69	11	87	48	25	96	56	58	41	24
31	83	98	75	92	99	8	62	58	91	62	22	62	97	9	44	0	49	23	39	25	63	48	60	7	30	87	66	67	35	3	30	50	60	82	93	87	30	20	16	6	20	33	94	7	44	4	92	91	14	76	87	9	22	61	91	82	96	39	55
50	28	23	12	100	79	23	57	77	84	9	63	24	58	81	40	49	0	93	4	14	37	76	65	96	11	44	84	34	99	5	97	62	2	24	54	20	2	59	97	97	40	29	37	53	20	100	93	40	72	55	44	22	79	71	83	18	78	37	10
32	72	49	25	14	69	66	11	39	67	16	98	17	67	5	16	23	93	0	11	48	55	66	38	26	86	45	14	59	85	68	78	33	73	48	71	90	62	16	27	56	23	74	75	95	4	33	61	74	34	87	36	20	82	66	21	6	96	53	32
98	87	23	59	38	19	59	35	40	52	31	55	83	66	95	100	39	4	11	0	5	84	94	59	90	14	54	28	16	43	69	46	86	77	84	31	30	100	58	28	8	86	13	67	13	46	25	97	58	36	62	43	14	8	69	69	95	64	58	15
20	89	99	63	49	23	13	66	98	9	76	59	100	60	35	70	25	14	48	5	0	98	85	87	29	62	92	48	42	61	26	10	99	92	85	23	67	4	11	88	87	6	68	38	62	2	43	34	92	73	45	71	53	11	28	59	48	98	47	95
15	29	59	68	45	11	82	78	63	84	13	39	9	57	41	53	63	37	55	84	98	0	81	48	62	2	2	46	42	56	64	80	17	17	1	18	100	19	41	43	88	94	95	79	34	50	24	45	87	80	68	99	61	83	17	53	8	14	31	52
3	38	2	13	32	46	72	68	45	91	88	72	56	62	45	25	48	76	66	94	85	81	0	60	39	42	98	13	44	58	49	15	63	98	71	94	83	14	95	47	89	21	3	28	27	66	73	83	53	76	69	34	43	59	85	7	78	18	49	67
71	62	30	37	64	80	34	89	71	20	64	74	72	37	41	85	60	65	38	59	87	48	60	0	74	44	49	11	94	61	78	73	91	68	70	11	59	100	20	70	85	83	11	26	88	8	31	88	18	84	95	93	76	5	74	94	63	82	6	93
69	99	3	26	78	79	16	19	7	24	51	70	40	48	51	100	7	96	26	90	29	62	39	74	0	64	14	63	67	86	23	34	81	93	95	36	27	16	9	12	42	87	28	75	25	32	61	77	72	64	77	5	39	45	21	43	11	44	21	74
97	32	75	15	41	36	12	54	40	11	26	5	8	89	35	6	30	11	86	14	62	2	42	44	64	0	20	70	63	98	48	91	59	38	31	27	19	32	93	51	57	3	47	80	65	33	76	72	27	7	96	30	94	75	92	10	36	84	31	6
51	56	27	12	20	99	59	64	35	56	61	23	41	42	71	23	87	44	45	54	92	2	98	49	14	20	0	99	23	80	36	21	14	5	26	49	38	74	30	66	37	92	58	68	41	47	66	34	40	83	43	11	41	71	3	56	41	60	47	3
89	30	12	43	87	32	1	46	87	29	43	6	38	96	96	69	66	84	14	28	48	46	13	11	63	70	99	0	45	93	47	45	88	96	25	81	54	6	61	97	61	53	2	62	32	69	17	8	3	90	96	2	10	25	89	63	73	47	76	7
50	85	94	35	17	57	32	24	76	81	36	63	25	2	45	45	67	34	59	16	42	42	44	94	67	63	23	45	0	24	10	38	76	36	53	53	21	73	7	45	13	47	63	43	15	62	32	96	5	63	85	92	81	63	33	79	84	95	42	76
14	57	65	84	55	80	67	3	98	88	92	42	40	20	3	26	35	99	85	43	61	56	58	61	86	98	80	93	24	0	91	88	17	88	56	96	41	29	66	87	4	47	54	40	97	44	95	12	79	96	30	68	44	19	85	86	43	98	61	45
9	48	15	45	68	36	93	16	35	63	40	57	34	1	59	14	3	5	68	69	26	64	49	78	23	48	36	47	10	91	0	9	53	89	84	55	7	65	97	97	59	25	9	74	48	31	46	2	11	9	33	50	41	75	17	99	8	70	30	78
50	26	14	48	1	1	55	74	61	50	28	5	9	89	80	4	30	97	78	46	10	80	15	73	34	91	21	45	38	88	9	0	43	13	80	10	46	72	36	3	85	28	43	95	96	41	29	5	30	57	91	76	66	60	83	40	28	74	88	68
75	7	36	57	93	49	44	8	44	17	67	37	79	27	86	61	50	62	33	86	99	17	63	91	81	59	14	88	76	17	53	43	0	8	39	69	55	15	36	82	21	41	76	10	41	62	4	74	4	10	2	58	68	24	78	95	46	65	56	79
4	54	50	36	80	71	60	23	71	29	18	94	81	14	32	7	60	2	73	77	92	17	98	68	93	38	5	96	36	88	89	13	8	0	43	41	41	31	31	97	83	36	64	88	61	36	96	41	34	38	70	69	38	7	26	55	28	66	48	43
45	34	96	45	39	57	44	20	80	32	73	97	85	86	78	59	82	24	48	84	85	1	71	70	95	31	26	25	53	56	84	80	39	43	0	100	54	87	66	86	61	30	28	1	82	30	34	80	61	71	7	22	29	64	88	61	43	81	37	32
37	42	83	61	78	22	81	4	64	99	80	46	32	34	2	8	93	54	71	31	23	18	94	11	36	27	49	81	53	96	55	10	69	41	100	0	9	47	90	6	31	91	17	68	100	45	100	28	48	10	9	33	88	54	86	52	5	10	98	86
96	94	23	5	5	13	76	73	43	75	24	53	14	61	96	20	87	20	90	30	67	100	83	59	27	19	38	54	21	41	7	46	55	41	54	9	0	69	91	30	59	10	5	60	21	70	12	16	89	79	74	18	22	91	61	82	3	83	61	66
14	36	11	96	19	8	10	100	81	38	70	3	52	30	54	49	30	2	62	100	4	19	14	100	16	32	74	6	73	29	65	72	15	31	87	47	69	0	9	39	53	23	10	66	36	87	79	7	94	76	67	37	99	89	30	37	71	3	17	30
33	14	72	90	47	91	26	95	93	53	37	92	66	4	15	23	20	59	16	58	11	41	95	20	9	93	30	61	7	66	97	36	36	31	66	90	91	9	0	32	12	24	64	66	20	41	61	21	30	19	68	56	5	17	58	3	58	66	91	92
39	75	38	42	35	16	35	41	30	7	27	88	95	59	81	47	16	97	27	28	88	43	47	70	12	51	66	97	45	87	97	3	82	97	86	6	30	39	32	0	64	84	23	56	5	39	24	91	28	2	22	45	55	61	11	31	5	52	80	35
19	91	15	68	75	76	78	64	74	47	16	72	69	21	60	72	6	97	56	8	87	88	89	85	42	57	37	61	13	4	59	85	21	83	61	31	59	53	12	64	0	64	42	64	64	69	37	6	2	72	31	55	74	27	40	7	19	79	20	36
27	13	63	79	56	50	71	4	59	76	99	83	72	73	38	25	20	40	23	86	6	94	21	83	87	3	92	53	47	47	25	28	41	36	30	91	10	23	24	84	64	0	52	80	53	64	11	81	100	95	87	43	37	59	34	73	50	21	12	78
35	93	84	26	61	67	40	77	66	38	28	32	69	29	43	34	33	29	74	13	68	95	3	11	28	47	58	2	63	54	9	43	76	64	28	17	5	10	64	23	42	52	0	64	100	70	95	35	31	23	4	51	38	38	85	36	24	86	31	5
48	68	1	37	68	21	68	99	5	6	45	57	47	57	91	22	94	37	75	67	38	79	28	26	75	80	68	62	43	40	74	95	10	88	1	68	60	66	66	56	64	80	64	0	80	13	6	46	72	39	10	72	57	24	72	67	33	77	7	73
76	35	82	26	49	90	43	91	73	96	68	46	82	71	33	77	7	53	95	13	62	34	27	88	25	65	41	32	15	97	48	96	41	61	82	100	21	36	20	5	64	53	100	80	0	49	28	55	44	53	2	18	42	12	61	98	5	34	3	45
34	39	22	88	55	34	52	24	82	28	28	37	53	50	53	57	44	20	4	46	2	50	66	8	32	33	47	69	62	44	31	41	62	36	30	45	70	87	41	39	69	64	70	13	49	0	86	51	86	38	23	5	99	63	55	42	31	1	100	32
6	5	74	100	8	87	96	46	87	3	17	45	74	51	6	69	4	100	33	25	43	24	73	31	61	76	66	17	32	95	46	29	4	96	34	100	12	79	61	24	37	11	95	6	28	86	0	22	11	7	61	69	47	55	56	41	77	66	61	60
61	95	60	61	47	83	26	90	53	20	6	87	14	27	100	67	92	93	61	97	34	45	83	88	77	72	34	8	96	12	2	5	74	41	80	28	16	7	21	91	6	81	35	46	55	51	22	0	31	93	31	18	60	19	93	19	47	14	2	31
97	38	18	97	73	34	32	87	30	9	89	66	32	2	40	87	91	40	74	58	92	87	53	18	72	27	40	3	5	79	11	30	4	34	61	48	89	94	30	28	2	100	31	72	44	86	11	31	0	13	86	15	75	93	18	74	69	96	37	36
64	91	22	26	15	32	58	31	72	38	22	36	13	41	95	6	14	72	34	36	73	80	76	84	64	7	83	90	63	96	9	57	10	38	71	10	79	76	19	2	72	95	23	39	53	38	7	93	13	0	11	31	50	65	50	42	75	96	39	46
9	40	55	99	66	22	30	32	81	29	57	88	79	7	58	69	76	55	87	62	45	68	69	95	77	96	43	96	85	30	33	91	2	70	7	9	74	67	68	22	31	87	4	10	2	23	61	31	86	11	0	96	43	9	37	61	11	30	98	8
92	50	14	38	50	45	1	3	76	31	84	48	52	1	32	11	87	44	36	43	71	99	34	93	5	30	11	2	92	68	50	76	58	69	22	33	18	37	56	45	55	43	51	72	18	5	69	18	15	31	96	0	19	9	82	69	75	38	3	13
31	83	57	71	53	63	31	45	53	42	33	59	14	13	11	87	9	22	20	14	53	61	43	76	39	94	41	10	81	44	41	66	68	38	29	88	22	99	5	55	74	37	38	57	42	99	47	60	75	50	43	19	0	19	44	58	80	4	14	29
7	72	39	74	14	67	34	58	64	27	28	10	38	86	42	48	22	79	82	8	11	83	59	5	45	75	71	25	63	19	75	60	24	7	64	54	91	89	17	61	27	59	38	24	12	63	55	19	93	65	9	9	19	0	7	30	94	13	83	77
50	6	67	78	3	6	50	47	71	52	1	40	20	92	93	25	61	71	66	69	28	17	85	74	21	92	3	89	33	85	17	83	78	26	88	86	61	30	58	11	40	34	85	72	61	55	56	93	18	50	37	82	44	7	0	70	39	47	73	91
33	7	71	45	63	53	46	35	73	26	33	24	48	3	73	96	91	83	21	69	59	53	7	94	43	10	56	63	79	86	99	40	95	55	61	52	82	37	3	31	7	73	36	67	98	42	41	19	74	42	61	69	58	30	70	0	39	60	22	76
77	78	64	32	42	74	52	35	100	73	39	40	91	81	89	56	82	18	6	95	48	8	78	63	11	36	41	73	84	43	8	28	46	28	43	5	3	71	58	5	19	50	24	33	5	31	77	47	69	75	11	75	80	94	39	39	0	8	33	73
16	26	74	35	82	7	78	2	99	74	68	51	36	52	37	58	96	78	96	64	98	14	18	82	44	84	60	47	95	98	70	74	65	66	81	10	83	3	66	52	79	21	86	77	34	1	66	14	96	96	30	38	4	13	47	60	8	0	20	52
19	38	69	55	25	19	84	24	79	80	19	48	79	29	99	41	39	37	53	58	47	31	49	6	21	31	47	76	42	61	30	88	56	48	37	98	61	17	91	80	20	12	31	7	3	100	61	2	37	39	98	3	14	83	73	22	33	20	0	73
60	47	11	60	14	3	77	56	66	48	3	23	81	33	27	24	55	10	32	15	95	52	67	93	74	6	3	7	76	45	78	68	79	43	32	86	66	30	92	35	36	78	5	73	45	32	60	31	36	46	8	13	29	77	91	76	73	52	73	0
