50
0	73	84	75	11	5	16	22	46	68	43	84	37	46	43	88	77	99	92	82	64	22	64	96	17	29	4	99	9	25	52	56	20	48	23	7	38	84	73	16	52	9	42	88	90	48	79	78	13	21
73	0	34	68	71	50	21	79	33	67	36	58	86	61	71	64	49	79	93	21	17	73	77	74	80	79	59	24	64	54	68	31	13	94	39	49	69	94	38	10	9	26	95	87	54	36	100	55	24	26
84	34	0	44	57	14	95	9	95	24	30	20	27	18	64	5	49	44	75	63	32	22	87	19	99	14	75	65	1	35	27	52	51	60	74	25	45	83	45	85	62	98	69	57	49	27	21	92	13	45
75	68	44	0	7	92	82	91	83	38	89	4	9	35	19	73	46	12	93	84	42	62	2	12	12	100	37	23	76	34	53	47	58	55	29	15	38	6	54	97	95	45	65	35	9	68	93	36	82	78
11	71	57	7	0	50	9	9	60	24	92	43	60	25	9	75	2	85	58	17	8	12	36	88	38	4	4	8	6	15	2	72	98	3	51	18	48	96	11	95	29	34	44	63	23	37	68	72	40	30
5	50	14	92	50	0	90	40	90	58	21	88	76	83	43	11	31	41	85	1	81	87	18	82	38	49	49	30	8	51	68	27	36	11	6	13	59	80	56	50	39	56	37	41	72	34	5	88	57	31
16	21	95	82	9	90	0	53	13	26	46	29	38	85	72	27	21	5	50	52	3	86	81	64	23	21	82	65	98	77	63	13	47	39	72	84	24	74	73	31	36	13	74	45	91	4	60	19	17	100
22	79	9	91	9	40	53	0	10	50	43	87	92	50	46	14	90	5	29	67	9	34	30	78	59	77	69	16	94	73	70	95	90	81	61	36	6	29	61	28	5	54	60	17	21	88	55	31	41	70
46	33	95	83	60	90	13	10	0	80	81	1	2	17	26	97	40	88	69	31	85	59	35	24	91	57	46	72	72	93	13	56	32	40	94	13	45	46	87	73	97	53	49	14	12	29	22	67	59	51
68	67	24	38	24	58	26	50	80	0	22	29	61	83	96	90	3	100	16	53	37	93	98	7	41	35	92	11	33	96	75	63	2	21	60	76	92	66	21	19	29	2	68	74	75	84	39	61	23	68
43	36	30	89	92	21	46	43	81	22	0	16	30	17	73	14	50	77	57	10	21	7	31	24	97	54	49	7	77	99	48	9	58	100	70	79	100	67	56	46	12	61	8	99	69	82	84	79	34	66
84	58	20	4	43	88	29	87	1	29	16	0	90	53	64	9	72	41	77	16	41	41	99	53	79	71	32	33	70	73	49	84	96	48	80	96	54	32	99	7	37	27	75	44	95	43	65	81	28	30
37	86	27	9	60	76	38	92	2	61	30	90	0	40	11	18	54	1	23	17	56	99	26	47	5	46	80	77	61	31	66	92	58	23	1	2	3	78	9	1	59	71	78	7	64	60	42	63	54	45
46	61	18	35	25	83	85	50	17	83	17	53	40	0	2	80	100	45	46	63	29	76	55	32	1	85	69	43	21	39	13	8	55	10	48	91	61	38	21	95	98	11	19	62	23	99	85	65	82	18
43	71	64	19	9	43	72	46	26	96	73	64	11	2	0	21	6	77	84	79	49	38	28	92	38	23	47	83	36	52	20	16	21	90	92	77	2	98	2	90	30	34	73	76	33	75	18	3	54	4
88	64	5	73	75	11	27	14	97	90	14	9	18	80	21	0	83	77	74	42	80	77	6	57	66	85	60	78	96	51	74	61	48	99	50	78	91	19	33	37	29	54	91	10	68	39	13	80	37	51
77	49	49	46	2	31	21	90	40	3	50	72	54	100	6	83	0	13	32	16	87	29	9	10	42	44	33	72	14	51	21	83	36	22	30	88	67	44	9	88	43	81	48	64	58	65	75	7	52	79
99	79	44	12	85	41	5	5	88	100	77	41	1	45	77	77	13	0	44	1	28	33	35	88	78	66	74	54	10	4	96	78	2	89	32	20	52	35	11	49	45	40	9	10	100	8	70	37	71	57
92	93	75	93	58	85	50	29	69	16	57	77	23	46	84	74	32	44	0	24	27	2	26	88	90	36	29	20	39	26	71	88	52	42	21	38	79	77	83	55	49	25	52	72	62	64	90	18	26	47
82	21	63	84	17	1	52	67	31	53	10	16	17	63	79	42	16	1	24	0	19	47	70	27	69	79	97	2	95	12	36	55	53	93	93	32	45	65	73	99	22	42	81	23	23	23	26	54	91	6
64	17	32	42	8	81	3	9	85	37	21	41	56	29	49	80	87	28	27	19	0	81	2	2	51	2	33	43	95	4	58	83	73	39	81	9	80	4	74	7	85	56	61	52	62	64	24	64	62	62
22	73	22	62	12	87	86	34	59	93	7	41	99	76	38	77	29	33	2	47	81	0	94	84	18	30	39	96	52	70	8	14	42	14	62	33	41	26	89	80	10	8	31	83	48	18	80	57	33	54
64	77	87	2	36	18	81	30	35	98	31	99	26	55	28	6	9	35	26	70	2	94	0	46	5	100	42	65	43	27	94	35	46	98	26	71	89	14	63	5	56	78	49	44	80	53	94	7	7	11
96	74	19	12	88	82	64	78	24	7	24	53	47	32	92	57	10	88	88	27	2	84	46	0	37	39	86	56	98	85	92	68	53	21	36	61	96	37	31	32	29	95	40	48	100	8	52	57	76	12
17	80	99	12	38	38	23	59	91	41	97	79	5	1	38	66	42	78	90	69	51	18	5	37	0	4	84	36	32	2	82	15	62	34	89	47	68	33	44	14	64	92	45	71	22	69	71	55	15	60
29	79	14	100	4	49	21	77	57	35	54	71	46	85	23	85	44	66	36	79	2	30	100	39	4	0	32	96	60	23	89	33	10	44	36	22	92	63	73	80	10	32	78	77	71	45	22	39	73	9
4	59	75	37	4	49	82	69	46	92	49	32	80	69	47	60	33	74	29	97	33	39	42	86	84	32	0	61	64	41	13	24	3	76	70	94	83	99	95	84	39	36	6	42	51	71	13	79	71	83
99	24	65	23	8	30	65	16	72	11	7	33	77	43	83	78	72	54	20	2	43	96	65	56	36	96	61	0	18	77	34	56	5	88	75	92	21	100	54	55	12	14	70	92	7	62	69	89	36	19
9	64	1	76	6	8	98	94	72	33	77	70	61	21	36	96	14	10	39	95	95	52	43	98	32	60	64	18	0	46	25	11	52	89	36	90	12	44	93	78	26	2	27	59	58	57	44	6	43	42
25	54	35	34	15	51	77	73	93	96	99	73	31	39	52	51	51	4	26	12	4	70	27	85	2	23	41	77	46	0	58	90	81	32	60	20	79	69	22	91	36	60	34	61	2	48	16	1	33	16
52	68	27	53	2	68	63	70	13	75	48	49	66	13	20	74	21	96	71	36	58	8	94	92	82	89	13	34	25	58	0	46	30	44	44	51	51	35	66	35	91	67	45	19	80	15	63	37	17	29
56	31	52	47	72	27	13	95	56	63	9	84	92	8	16	61	83	78	88	55	83	14	35	68	15	33	24	56	11	90	46	0	70	96	86	78	77	2	31	37	54	6	88	60	10	7	88	12	51	78
20	13	51	58	98	36	47	90	32	2	58	96	58	55	21	48	36	2	52	53	73	42	46	53	62	10	3	5	52	81	30	70	0	42	21	19	28	72	32	97	59	95	94	62	15	100	51	36	37	45
48	94	60	55	3	11	39	81	40	21	100	48	23	10	90	99	22	89	42	93	39	14	98	21	34	44	76	88	89	32	44	96	42	0	6	36	96	29	90	67	56	35	73	80	29	22	39	25	51	75
23	39	74	29	51	6	72	61	94	60	70	80	1	48	92	50	30	32	21	93	81	62	26	36	89	36	70	75	36	60	44	86	21	6	0	93	57	82	21	16	83	73	22	71	15	42	89	65	62	33
7	49	25	15	18	13	84	36	13	76	79	96	2	91	77	78	88	20	38	32	9	33	71	61	47	22	94	92	90	20	51	78	19	36	93	0	79	23	61	96	31	77	77	55	21	67	64	89	23	3
38	69	45	38	48	59	24	6	45	92	100	54	3	61	2	91	67	52	79	45	80	41	89	96	68	92	83	21	12	79	51	77	28	96	57	79	0	66	66	75	6	31	64	76	39	11	57	81	44	31
84	94	83	6	96	80	74	29	46	66	67	32	78	38	98	19	44	35	77	65	4	26	14	37	33	63	99	100	44	69	35	2	72	29	82	23	66	0	26	44	18	22	7	44	1	78	5	84	41	56
73	38	45	54	11	56	73	61	87	21	56	99	9	21	2	33	9	11	83	73	74	89	63	31	44	73	95	54	93	22	66	31	32	90	21	61	66	26	0	60	32	34	89	49	18	83	23	43	94	6
16	10	85	97	95	50	31	28	73	19	46	7	1	95	90	37	88	49	55	99	7	80	5	32	14	80	84	55	78	91	35	37	97	67	16	96	75	44	60	0	40	81	68	97	98	15	53	9	4	97
52	9	62	95	29	39	36	5	97	29	12	37	59	98	30	29	43	45	49	22	85	10	56	29	64	10	39	12	26	36	91	54	59	56	83	31	6	18	32	40	0	90	22	9	78	100	26	65	76	100
9	26	98	45	34	56	13	54	53	2	61	27	71	11	34	54	81	40	25	42	56	8	78	95	92	32	36	14	2	60	67	6	95	35	73	77	31	22	34	81	90	0	63	65	17	12	53	68	58	5
42	95	69	65	44	37	74	60	49	68	8	75	78	19	73	91	48	9	52	81	61	31	49	40	45	78	6	70	27	34	45	88	94	73	22	77	64	7	89	68	22	63	0	13	72	55	41	66	46	54
88	87	57	35	63	41	45	17	14	74	99	44	7	62	76	10	64	10	72	23	52	83	44	48	71	77	42	92	59	61	19	60	62	80	71	55	76	44	49	97	9	65	13	0	75	70	40	73	74	32
90	54	49	9	23	72	91	21	12	75	69	95	64	23	33	68	58	100	62	23	62	48	80	100	22	71	51	7	58	2	80	10	15	29	15	21	39	1	18	98	78	17	72	75	0	17	56	87	49	89
48	36	27	68	37	34	4	88	29	84	82	43	60	99	75	39	65	8	64	23	64	18	53	8	69	45	71	62	57	48	15	7	100	22	42	67	11	78	83	15	100	12	55	70	17	0	74	1	67	93
79	100	21	93	68	5	60	55	22	39	84	65	42	85	18	13	75	70	90	26	24	80	94	52	71	22	13	69	44	16	63	88	51	39	89	64	57	5	23	53	26	53	41	40	56	74	0	35	9	73
78	55	92	36	72	88	19	31	67	61	79	81	63	65	3	80	7	37	18	54	64	57	7	57	55	39	79	89	6	1	37	12	36	25	65	89	81	84	43	9	65	68	66	73	87	1	35	0	34	10
13	24	13	82	40	57	17	41	59	23	34	28	54	82	54	37	52	71	26	91	62	33	7	76	15	73	71	36	43	33	17	51	37	51	62	23	44	41	94	4	76	58	46	74	49	67	9	34	0	98
21	26	45	78	30	31	100	70	51	68	66	30	45	18	4	51	79	57	47	6	62	54	11	12	60	9	83	19	42	16	29	78	45	75	33	3	31	56	6	97	100	5	54	32	89	93	73	10	98	0
