90
0	97	97	34	73	10	48	90	79	17	100	68	96	91	91	77	2	42	29	27	76	78	82	84	77	95	63	81	6	27	91	49	65	17	66	75	10	49	11	2	42	55	2	14	34	1	35	98	28	25	4	43	34	67	61	1	38	66	15	65	93	40	51	15	22	15	32	37	95	5	97	96	28	69	21	49	97	58	41	52	59	34	96	22	41	64	19	92	99	7
97	0	45	96	57	48	88	3	44	61	33	44	75	74	40	27	92	44	61	32	48	2	76	10	66	100	24	72	57	79	6	71	4	64	84	61	35	82	16	24	51	59	2	57	64	16	84	97	48	60	45	64	43	65	46	61	92	5	60	9	26	97	99	5	84	57	24	72	83	19	29	10	9	60	85	87	30	34	40	18	88	76	25	69	41	28	74	84	58	76
97	45	0	51	30	25	78	91	42	62	17	26	76	21	37	80	50	69	70	87	17	95	17	89	67	54	2	53	43	68	18	73	5	95	35	18	13	70	11	23	29	40	66	66	29	88	18	43	99	66	81	48	48	25	40	47	89	21	46	64	44	94	19	81	15	1	20	88	28	63	36	84	34	99	24	46	5	62	98	87	65	4	5	80	49	40	81	13	30	76
34	96	51	0	49	31	24	52	8	59	93	91	87	38	59	41	15	14	32	24	1	33	8	62	10	79	53	12	2	96	20	87	53	27	97	95	16	60	60	56	66	9	39	30	96	73	43	44	2	16	20	91	34	11	20	58	31	51	99	68	4	96	15	2	65	3	46	25	90	94	84	56	65	60	93	57	29	90	17	77	49	76	87	96	45	14	41	55	89	2
73	57	30	49	0	12	68	77	86	26	39	43	56	71	29	68	51	95	84	69	46	40	93	69	66	39	31	48	76	49	16	86	72	55	13	22	18	28	77	10	89	19	46	34	93	46	10	31	67	30	60	12	4	80	13	63	75	18	42	86	53	69	4	68	4	63	13	30	75	10	81	16	59	38	32	92	20	14	92	9	51	55	52	68	77	37	8	94	25	1
10	48	25	31	12	0	55	86	48	30	100	36	33	47	26	47	79	57	80	71	25	44	67	89	39	27	7	2	95	35	34	91	70	84	42	25	25	60	68	80	100	44	44	79	46	77	49	89	75	66	39	39	65	76	56	17	10	42	3	30	69	8	55	13	68	45	59	6	36	10	48	42	56	9	84	82	68	28	38	41	92	67	53	12	41	76	34	62	24	86
48	88	78	24	68	55	0	52	83	14	83	81	98	68	8	63	46	11	84	77	70	67	97	72	42	75	89	4	41	15	20	30	98	61	42	22	27	81	53	24	58	80	48	58	23	77	40	40	36	71	77	10	39	40	7	70	25	1	27	42	69	92	53	14	26	71	52	52	77	13	27	61	20	66	39	29	57	80	29	25	62	73	66	44	27	87	17	66	46	67
90	3	91	52	77	86	52	0	13	82	10	20	15	83	28	32	11	10	46	50	61	6	64	40	81	87	84	16	74	88	6	97	73	14	57	17	33	37	62	53	16	23	17	66	3	90	27	18	23	22	17	28	59	46	94	77	42	18	61	82	27	93	51	89	35	70	38	37	89	72	13	97	7	86	34	35	16	79	95	83	82	54	80	20	83	15	97	22	27	72
79	44	42	8	86	48	83	13	0	73	87	32	24	75	54	5	22	82	72	15	57	97	69	17	83	88	41	6	72	96	32	29	51	11	94	3	52	91	48	41	62	33	2	59	3	85	79	40	59	3	58	11	73	4	6	73	90	25	63	34	4	68	72	27	17	60	8	86	40	24	42	75	70	31	45	58	35	66	9	32	54	2	41	77	23	13	56	67	8	68
17	61	62	59	26	30	14	82	73	0	58	81	54	3	84	12	31	71	88	74	60	49	57	88	85	50	30	78	63	90	51	29	11	47	33	95	61	18	92	36	71	8	67	97	17	17	53	83	47	77	48	95	77	46	53	86	2	79	60	31	84	70	45	61	49	34	63	95	96	89	64	54	46	23	88	83	69	26	41	31	73	21	7	34	7	13	65	83	100	9
