90
0	65	10	49	61	81	90	80	63	32	55	52	78	3	13	14	26	14	12	61	29	41	75	10	75	90	15	30	62	65	74	76	26	81	81	29	56	37	75	82	4	72	89	49	24	74	57	54	76	55	27	10	87	80	14	62	50	97	71	95	87	56	100	77	47	67	72	23	40	57	22	96	29	46	6	10	25	25	11	66	4	27	4	99	31	6	79	8	62	18
65	0	40	21	65	83	3	5	42	25	6	44	15	85	81	42	71	45	32	36	10	54	43	87	13	36	84	10	2	43	37	36	80	99	18	51	97	31	83	25	93	77	64	5	78	8	83	45	4	41	34	6	19	58	2	41	43	48	18	26	42	9	60	82	63	13	98	75	90	98	37	82	29	35	16	21	76	57	42	3	42	48	80	86	35	73	100	66	68	19
10	40	0	25	37	39	25	8	78	75	78	40	17	42	80	69	75	90	55	19	33	71	34	6	45	18	24	66	99	93	25	58	24	30	32	48	4	17	88	35	74	29	1	75	70	50	63	34	79	30	63	6	76	1	69	85	57	92	44	3	44	22	94	100	80	16	5	100	12	54	68	94	3	25	21	58	35	48	34	71	39	10	59	44	11	98	93	52	73	29
49	21	25	0	51	18	83	43	52	19	87	92	51	29	75	45	58	9	33	80	71	41	66	46	44	40	24	60	48	61	5	15	90	14	99	87	62	21	37	16	62	34	91	9	10	82	87	43	48	54	40	11	93	74	69	92	88	57	31	17	1	14	67	49	92	69	92	25	9	12	13	43	35	76	83	88	28	55	88	7	91	61	4	79	32	2	55	70	74	72
61	65	37	51	0	86	82	7	27	6	33	50	30	2	96	65	15	25	38	22	85	16	49	2	42	50	81	22	30	6	14	36	26	22	84	38	13	49	90	93	78	30	27	65	20	95	9	46	7	49	32	63	27	82	23	84	19	74	56	73	65	99	65	16	57	29	54	18	79	50	83	49	17	33	29	91	28	91	36	21	92	15	33	20	24	92	100	16	66	53
81	83	39	18	86	0	41	74	1	79	41	16	33	41	41	41	40	85	24	84	80	58	30	36	38	5	21	28	32	74	28	100	41	80	34	98	51	84	50	16	78	41	81	3	40	53	12	2	79	31	37	34	65	3	46	100	81	82	29	73	14	33	48	4	40	18	27	33	25	89	26	16	50	65	2	77	30	5	27	58	48	22	79	18	7	11	43	36	31	35
90	3	25	83	82	41	0	30	63	15	52	5	80	21	9	62	83	27	31	82	25	97	63	3	70	47	15	50	9	42	21	77	44	55	89	79	60	81	63	85	91	58	70	73	25	41	14	66	53	31	7	47	16	21	40	92	67	33	52	40	9	16	29	22	45	66	74	88	50	19	64	85	46	45	78	96	47	35	7	14	52	92	42	95	90	57	64	59	38	86
80	5	8	43	7	74	30	0	88	10	40	24	100	78	21	64	71	48	98	79	92	58	30	16	53	31	67	21	9	81	82	42	76	55	58	93	36	23	85	65	87	92	70	84	2	39	65	8	10	8	85	22	11	13	39	57	78	72	40	61	17	65	80	66	86	90	80	12	74	3	34	2	58	81	95	57	88	66	30	72	78	1	30	26	67	40	63	100	53	29
63	42	78	52	27	1	63	88	0	71	16	90	19	14	59	76	76	54	52	98	33	70	29	75	7	66	56	16	80	47	36	19	16	61	60	19	59	37	45	52	97	57	28	82	52	88	78	35	86	3	89	66	85	47	29	74	48	28	45	46	60	67	77	23	7	45	36	49	44	45	9	59	46	63	26	61	97	55	50	46	50	41	67	89	95	94	60	9	71	58
32	25	75	19	6	79	15	10	71	0	50	75	94	34	55	23	54	90	58	14	90	77	95	35	44	19	78	49	77	85	76	97	5	46	10	43	92	71	56	64	24	68	24	8	74	12	47	16	2	26	84	3	82	97	70	71	59	35	86	80	62	39	12	19	42	61	54	50	80	88	7	7	93	44	92	25	2	12	52	61	3	40	27	8	36	60	71	17	90	39
55	6	78	87	33	41	52	40	16	50	0	19	38	79	54	95	3	46	89	75	47	29	20	31	12	49	35	68	65	55	74	31	80	72	65	38	73	36	78	70	93	44	60	24	35	55	82	33	81	94	83	45	61	54	86	96	30	83	85	86	1	84	83	84	30	45	44	86	56	56	37	30	80	99	93	87	20	13	37	40	20	43	79	53	81	9	75	5	49	52
52	44	40	92	50	16	5	24	90	75	19	0	57	89	50	73	38	59	26	31	77	99	60	26	19	55	76	26	100	20	48	27	29	85	59	53	86	60	11	70	88	23	2	100	95	43	86	34	61	66	77	42	35	31	96	50	41	22	62	83	97	45	28	65	56	89	28	56	36	56	68	98	34	29	14	23	7	37	25	41	6	52	48	15	11	45	20	70	61	54
78	15	17	51	30	33	80	100	19	94	38	57	0	87	83	6	70	68	3	45	48	16	66	6	74	7	51	85	50	92	86	45	10	82	66	59	23	44	40	81	28	5	81	39	84	67	4	35	13	62	41	31	16	66	18	3	44	64	57	66	33	56	19	2	60	52	83	53	3	76	65	100	99	72	15	9	29	29	50	32	77	94	42	71	17	99	32	75	21	92
3	85	42	29	2	41	21	78	14	34	79	89	87	0	40	21	87	53	32	13	33	31	25	10	28	82	61	79	27	58	7	13	49	73	50	47	66	94	43	58	4	18	64	37	42	4	45	6	53	31	27	62	96	93	31	79	19	58	22	65	4	97	66	25	100	97	100	95	86	38	89	100	42	40	10	41	8	5	48	74	14	34	94	97	68	11	57	37	17	6
13	81	80	75	96	41	9	21	59	55	54	50	83	40	0	75	86	69	33	83	80	11	80	59	95	8	80	20	54	6	88	71	46	10	9	27	69	54	75	3	21	90	100	57	32	20	2	66	7	99	32	73	13	51	69	92	36	91	2	96	3	68	57	98	94	41	21	25	16	51	41	5	79	85	51	70	95	44	56	36	96	19	74	54	79	49	87	55	28	18
14	42	69	45	65	41	62	64	76	23	95	73	6	21	75	0	44	95	31	45	12	14	78	98	16	86	88	68	4	61	88	36	74	40	78	34	79	48	10	94	64	48	68	41	97	97	42	34	16	88	80	96	44	14	31	8	6	67	84	36	61	62	32	47	54	18	10	6	81	28	74	45	99	48	41	91	84	17	8	70	74	20	24	75	27	68	2	89	93	52
26	71	75	58	15	40	83	71	76	54	3	38	70	87	86	44	0	79	48	63	72	67	74	23	18	80	85	30	9	39	88	77	44	52	88	64	1	50	72	79	56	65	36	92	92	66	50	38	11	14	24	75	48	45	74	75	3	44	47	21	86	86	34	36	75	66	97	62	70	47	32	74	87	39	21	79	43	81	30	44	30	46	64	93	85	100	89	19	46	99
14	45	90	9	25	85	27	48	54	90	46	59	68	53	69	95	79	0	11	41	57	17	88	100	59	97	26	8	92	32	21	81	54	63	69	43	67	77	90	69	54	44	94	76	28	34	19	91	4	1	39	27	69	27	63	64	29	93	3	82	66	16	92	3	43	83	91	1	78	4	43	18	5	80	25	91	89	40	68	58	18	63	85	19	53	85	44	55	78	47
12	32	55	33	38	24	31	98	52	58	89	26	3	32	33	31	48	11	0	13	96	57	1	58	65	66	28	56	96	22	94	53	60	13	30	16	81	65	98	28	20	27	77	94	60	100	31	31	43	38	16	34	45	22	42	31	71	89	6	92	31	78	21	65	62	1	83	40	49	75	100	54	42	13	100	52	85	28	22	24	94	16	49	91	63	30	24	91	17	64
61	36	19	80	22	84	82	79	98	14	75	31	45	13	83	45	63	41	13	0	24	43	44	7	80	25	43	95	18	10	84	38	44	6	29	27	45	2	77	67	3	51	70	99	34	71	11	80	17	40	17	44	25	74	53	58	45	68	26	62	81	42	62	76	24	71	70	12	55	87	93	63	94	34	98	48	18	50	78	15	1	71	6	63	45	28	29	37	80	99
29	10	33	71	85	80	25	92	33	90	47	77	48	33	80	12	72	57	96	24	0	89	84	28	52	16	37	49	1	1	46	13	24	42	17	29	45	96	96	41	90	30	83	97	99	39	93	33	65	79	62	59	88	21	42	23	8	95	57	20	32	54	70	36	1	97	99	34	26	8	45	86	74	66	2	18	2	96	81	40	86	79	49	3	58	38	71	16	41	47
41	54	71	41	16	58	97	58	70	77	29	99	16	31	11	14	67	17	57	43	89	0	13	71	5	91	92	35	68	39	21	94	13	64	87	35	98	29	28	24	32	44	31	93	96	77	93	91	79	23	64	17	4	28	19	64	81	83	16	1	87	51	62	37	32	77	80	10	36	76	31	87	20	65	30	77	7	52	12	62	7	35	67	50	19	93	6	76	13	22
75	43	34	66	49	30	63	30	29	95	20	60	66	25	80	78	74	88	1	44	84	13	0	35	34	47	59	65	22	67	37	88	50	67	42	74	95	100	78	19	18	37	18	98	24	36	89	91	15	77	96	39	60	3	70	62	4	52	70	28	99	28	94	97	78	83	15	15	65	34	55	13	44	97	80	3	18	52	55	60	31	78	67	32	16	23	22	14	22	37
10	87	6	46	2	36	3	16	75	35	31	26	6	10	59	98	23	100	58	7	28	71	35	0	81	68	44	19	62	79	53	33	36	64	43	97	100	43	80	11	36	83	99	62	85	78	34	16	55	42	58	80	38	90	63	91	1	19	26	96	36	68	55	25	17	17	42	23	100	42	89	59	13	30	38	40	56	26	70	78	75	27	85	82	62	22	67	63	94	22
75	13	45	44	42	38	70	53	7	44	12	19	74	28	95	16	18	59	65	80	52	5	34	81	0	48	32	39	87	74	47	39	73	99	85	95	28	12	99	64	23	71	62	46	80	71	8	34	44	14	20	10	23	75	28	43	67	98	93	85	52	92	6	82	63	50	32	67	93	30	40	47	4	30	53	70	6	45	88	53	99	18	38	34	22	91	69	20	7	52
90	36	18	40	50	5	47	31	66	19	49	55	7	82	8	86	80	97	66	25	16	91	47	68	48	0	75	63	85	86	83	18	51	4	4	8	18	22	46	23	91	22	83	56	34	8	29	46	19	72	93	12	33	51	7	43	91	7	27	25	9	48	54	43	10	78	32	15	81	63	49	54	9	29	27	42	71	46	14	44	69	6	67	81	74	31	74	56	67	46
15	84	24	24	81	21	15	67	56	78	35	76	51	61	80	88	85	26	28	43	37	92	59	44	32	75	0	5	69	8	86	90	93	25	25	34	43	93	21	32	12	14	95	34	89	7	46	9	25	14	87	56	94	14	42	98	73	12	40	41	18	17	34	57	95	57	87	36	76	6	69	45	69	19	64	27	25	12	12	86	11	98	81	66	86	34	70	1	82	14
30	10	66	60	22	28	50	21	16	49	68	26	85	79	20	68	30	8	56	95	49	35	65	19	39	63	5	0	94	9	58	98	5	68	50	16	15	30	96	42	67	78	45	97	19	86	52	71	53	59	69	15	18	44	12	79	42	87	26	54	16	75	10	8	55	29	50	71	61	13	40	20	53	80	23	99	29	9	75	34	6	60	22	36	59	52	9	46	10	49
