40
0	21	97	99	80	55	55	61	99	97	93	53	66	17	57	3	9	18	60	93	14	100	100	92	21	95	91	17	33	35	36	20	22	62	3	74	100	100	68	24
21	0	15	69	62	20	96	82	95	38	88	5	23	60	33	93	62	71	73	66	20	98	5	54	41	73	64	85	78	24	86	43	50	73	92	15	17	35	84	100
97	15	0	80	7	27	74	3	99	89	64	23	35	24	9	41	2	65	94	98	65	3	76	50	96	92	36	42	24	18	73	11	33	24	75	59	91	14	14	84
99	69	80	0	50	20	59	23	6	87	81	83	69	64	47	82	93	82	55	77	20	20	82	48	65	13	30	41	86	61	3	62	8	44	95	35	91	40	50	34
80	62	7	50	0	42	42	65	54	3	17	4	19	99	69	69	94	39	88	1	74	75	52	25	92	59	14	8	17	36	95	98	24	4	41	72	28	74	84	46
55	20	27	20	42	0	36	49	68	99	67	35	43	10	86	23	92	51	12	27	78	96	26	16	53	46	65	64	89	19	99	42	62	58	19	40	8	83	25	44
55	96	74	59	42	36	0	25	17	39	96	60	54	66	37	54	56	95	31	37	9	65	39	80	73	44	7	45	45	40	65	47	31	26	27	97	68	45	49	36
61	82	3	23	65	49	25	0	28	78	15	88	42	94	84	14	50	55	32	15	97	73	71	81	68	1	5	61	11	49	44	67	21	85	32	80	48	16	17	23
99	95	99	6	54	68	17	28	0	2	77	89	31	5	98	12	20	7	64	60	41	4	80	98	16	41	98	63	27	38	76	35	4	5	27	72	62	41	77	83
97	38	89	87	3	99	39	78	2	0	99	5	59	19	19	22	17	53	58	41	2	60	81	14	18	5	16	19	63	56	63	61	12	49	46	97	35	65	64	27
93	88	64	81	17	67	96	15	77	99	0	76	39	77	8	34	81	30	58	32	63	46	29	17	12	65	95	41	56	24	23	54	63	12	57	10	82	45	76	49
53	5	23	83	4	35	60	88	89	5	76	0	9	84	39	78	18	56	78	20	52	77	48	84	1	74	94	1	86	87	37	100	79	80	60	11	35	53	73	81
66	23	35	69	19	43	54	42	31	59	39	9	0	22	52	8	11	71	80	83	73	59	36	48	95	23	91	29	40	39	7	39	37	84	95	21	95	16	86	32
17	60	24	64	99	10	66	94	5	19	77	84	22	0	76	60	42	96	34	20	16	24	72	69	98	51	81	32	61	26	17	97	21	54	58	29	94	30	12	76
57	33	9	47	69	86	37	84	98	19	8	39	52	76	0	90	4	66	86	78	52	20	91	52	5	66	42	23	67	48	41	6	74	94	33	22	94	1	60	90
3	93	41	82	69	23	54	14	12	22	34	78	8	60	90	0	68	61	38	75	34	27	97	85	94	50	47	44	50	97	95	10	59	80	26	62	88	65	78	41
9	62	2	93	94	92	56	50	20	17	81	18	11	42	4	68	0	40	23	4	41	36	26	97	82	44	3	97	11	13	25	24	94	94	25	9	28	89	79	95
18	71	65	82	39	51	95	55	7	53	30	56	71	96	66	61	40	0	23	57	91	4	59	5	22	83	21	50	43	25	72	2	9	27	1	74	36	88	59	58
60	73	94	55	88	12	31	32	64	58	58	78	80	34	86	38	23	23	0	6	13	46	64	18	71	70	68	38	14	90	80	85	21	62	94	15	23	14	62	51
93	66	98	77	1	27	37	15	60	41	32	20	83	20	78	75	4	57	6	0	92	13	69	36	84	56	49	7	45	97	39	43	10	53	36	34	37	41	59	4
14	20	65	20	74	78	9	97	41	2	63	52	73	16	52	34	41	91	13	92	0	35	25	98	80	47	61	70	66	81	6	55	58	91	68	84	42	3	67	35
100	98	3	20	75	96	65	73	4	60	46	77	59	24	20	27	36	4	46	13	35	0	44	57	4	31	92	30	83	32	39	46	13	78	57	22	11	56	87	30
100	5	76	82	52	26	39	71	80	81	29	48	36	72	91	97	26	59	64	69	25	44	0	95	94	59	53	38	11	18	28	96	79	20	48	23	28	41	20	18
92	54	50	48	25	16	80	81	98	14	17	84	48	69	52	85	97	5	18	36	98	57	95	0	9	45	54	71	2	61	27	52	44	23	53	34	18	41	88	72
21	41	96	65	92	53	73	68	16	18	12	1	95	98	5	94	82	22	71	84	80	4	94	9	0	98	5	82	19	20	44	36	72	34	38	30	15	49	18	55
95	73	92	13	59	46	44	1	41	5	65	74	23	51	66	50	44	83	70	56	47	31	59	45	98	0	84	88	58	14	10	84	30	31	32	56	9	53	91	40
91	64	36	30	14	65	7	5	98	16	95	94	91	81	42	47	3	21	68	49	61	92	53	54	5	84	0	45	65	87	2	74	11	74	29	89	12	80	51	20
17	85	42	41	8	64	45	61	63	19	41	1	29	32	23	44	97	50	38	7	70	30	38	71	82	88	45	0	76	11	55	17	42	96	90	11	94	67	58	37
33	78	24	86	17	89	45	11	27	63	56	86	40	61	67	50	11	43	14	45	66	83	11	2	19	58	65	76	0	35	17	52	17	19	94	23	34	27	63	25
35	24	18	61	36	19	40	49	38	56	24	87	39	26	48	97	13	25	90	97	81	32	18	61	20	14	87	11	35	0	54	39	87	52	1	9	53	68	75	45
36	86	73	3	95	99	65	44	76	63	23	37	7	17	41	95	25	72	80	39	6	39	28	27	44	10	2	55	17	54	0	93	16	51	96	78	72	13	58	90
