60
0	69	27	6	86	82	90	32	42	13	48	62	10	47	54	96	77	35	8	43	46	87	26	79	83	12	10	39	44	39	5	60	3	2	42	34	51	30	17	69	5	76	69	29	80	53	94	16	93	72	58	88	20	24	17	57	6	42	97	27
69	0	36	96	17	91	54	68	62	18	83	21	52	18	21	15	55	3	17	99	63	57	79	49	64	2	76	14	75	78	25	42	52	61	70	25	23	71	7	99	85	79	27	39	5	18	61	80	88	19	39	85	3	38	91	68	11	29	45	54
27	36	0	48	90	29	58	70	87	9	83	76	21	94	48	25	70	50	60	68	80	72	11	76	71	78	82	27	98	61	69	83	59	57	55	52	49	64	48	72	70	81	71	34	47	77	80	40	74	77	94	10	67	1	71	88	51	60	7	33
6	96	48	0	88	48	23	69	25	42	58	48	43	92	80	37	32	100	19	52	14	82	35	7	55	12	65	44	31	29	31	71	59	58	76	88	19	23	88	26	42	97	87	52	25	10	30	37	9	81	87	3	70	97	86	5	46	65	86	33
86	17	90	88	0	38	6	39	45	87	15	12	18	1	32	93	88	12	4	71	18	69	95	98	4	34	39	8	41	30	15	42	2	21	54	59	51	51	75	53	73	29	23	63	15	49	50	32	70	98	32	67	28	52	10	56	59	53	23	63
82	91	29	48	38	0	33	45	74	31	97	61	25	87	98	76	99	10	82	66	39	70	60	84	7	46	93	61	55	69	3	75	2	39	31	85	6	88	77	96	90	98	81	19	72	90	34	22	75	76	70	9	62	42	67	23	61	21	37	75
90	54	58	23	6	33	0	92	71	99	1	80	30	48	52	15	28	82	3	4	99	8	9	43	41	74	83	37	57	18	12	87	27	67	35	87	65	68	26	31	20	17	35	23	6	17	2	75	20	36	3	54	57	24	15	96	55	13	53	81
32	68	70	69	39	45	92	0	48	91	66	70	63	16	22	25	69	21	88	34	75	59	23	15	73	57	6	82	26	58	87	93	63	51	32	92	23	87	47	66	21	32	66	77	33	20	29	71	1	20	85	76	69	57	93	55	92	10	10	25
42	62	87	25	45	74	71	48	0	91	8	17	42	13	92	64	24	37	80	67	75	20	92	45	43	8	97	16	23	41	63	94	24	12	25	99	34	40	32	66	66	82	80	31	91	40	4	85	73	78	38	23	37	12	85	74	60	31	14	45
13	18	9	42	87	31	99	91	91	0	18	67	87	63	84	90	13	83	85	52	19	5	10	16	55	70	2	27	68	6	72	92	99	89	92	4	93	10	35	44	9	59	92	40	3	85	54	56	57	55	23	37	41	34	41	60	56	47	87	28
48	83	83	58	15	97	1	66	8	18	0	38	42	66	77	61	88	84	67	34	85	87	77	36	53	3	16	1	6	31	61	81	24	66	66	31	8	80	20	41	88	23	47	45	23	88	35	90	22	79	85	37	51	14	51	28	84	17	69	89
62	21	76	48	12	61	80	70	17	67	38	0	70	40	69	70	8	11	40	40	17	5	86	9	28	28	47	54	42	100	2	29	97	32	44	19	93	84	44	95	56	67	90	71	64	34	47	66	71	5	24	36	61	86	17	58	6	83	8	78
10	52	21	43	18	25	30	63	42	87	42	70	0	61	90	66	8	25	5	82	71	96	66	61	47	32	8	70	47	76	51	30	78	100	48	56	13	17	33	63	75	100	46	80	90	67	55	57	2	15	96	13	67	52	75	73	96	23	11	59
47	18	94	92	1	87	48	16	13	63	66	40	61	0	17	24	89	61	43	64	33	63	80	77	86	46	49	93	2	76	19	82	7	11	21	56	68	4	14	68	86	92	51	57	54	62	27	28	83	21	26	7	60	29	85	89	63	71	73	35
54	21	48	80	32	98	52	22	92	84	77	69	90	17	0	39	83	93	77	95	4	80	89	98	15	100	86	36	52	11	2	8	49	36	50	20	39	39	92	56	8	66	11	36	97	87	59	12	25	56	78	20	96	34	7	26	30	51	54	82
96	15	25	37	93	76	15	25	64	90	61	70	66	24	39	0	54	44	39	58	27	50	38	17	81	57	86	24	96	81	96	89	93	46	3	40	1	98	61	5	26	58	95	69	49	98	80	65	46	75	93	22	17	100	18	84	53	22	38	66
77	55	70	32	88	99	28	69	24	13	88	8	8	89	83	54	0	15	48	64	19	30	53	88	38	61	87	66	18	70	76	4	64	43	21	49	41	40	4	36	82	25	93	76	73	77	13	92	42	10	12	71	9	64	24	45	77	1	82	2
35	3	50	100	12	10	82	21	37	83	84	11	25	61	93	44	15	0	54	96	27	19	74	6	44	56	56	10	22	1	18	88	33	12	73	20	34	54	2	49	18	47	30	64	34	92	75	44	14	28	40	31	77	17	77	73	80	62	73	84
8	17	60	19	4	82	3	88	80	85	67	40	5	43	77	39	48	54	0	25	81	79	77	53	87	53	89	47	37	52	92	51	34	45	1	42	98	98	52	65	14	62	86	18	63	100	23	39	66	43	39	27	87	54	91	60	69	32	58	40
43	99	68	52	71	66	4	34	67	52	34	40	82	64	95	58	64	96	25	0	55	31	23	63	90	30	36	27	55	66	32	69	44	69	68	32	36	3	28	47	77	16	22	19	60	4	53	49	38	100	20	13	77	46	95	55	46	58	17	64
46	63	80	14	18	39	99	75	75	19	85	17	71	33	4	27	19	27	81	55	0	93	16	8	41	49	51	13	37	2	15	90	26	98	79	54	66	56	38	67	25	58	80	92	2	87	95	55	77	54	7	67	33	51	55	88	15	34	26	83
87	57	72	82	69	70	8	59	20	5	87	5	96	63	80	50	30	19	79	31	93	0	97	65	23	49	52	56	1	19	76	5	50	59	85	54	84	53	3	65	32	73	10	67	3	43	31	34	72	67	82	15	2	46	98	54	13	41	12	77
