30
0	43	17	24	49	41	32	43	26	1	42	12	38	21	22	38	8	35	45	49	37	30	9	3	4	29	5	33	34	49
43	0	21	40	20	42	32	2	46	12	20	10	11	50	45	1	23	10	48	11	19	1	30	32	30	40	18	41	25	11
17	21	0	24	11	1	43	48	50	13	6	40	12	27	45	48	20	26	13	21	20	43	29	2	2	42	25	3	48	6
24	40	24	0	21	40	28	4	43	5	46	19	39	34	39	20	22	4	36	42	27	10	4	21	10	33	17	15	9	22
49	20	11	21	0	18	31	10	41	4	39	1	21	20	2	47	25	48	36	38	26	23	17	17	41	14	22	48	29	16
41	42	1	40	18	0	17	35	1	50	30	46	11	5	42	30	9	39	2	25	16	1	9	10	12	1	15	27	4	38
32	32	43	28	31	17	0	37	30	9	37	19	49	4	22	27	24	12	3	49	5	30	28	45	37	3	6	43	46	39
43	2	48	4	10	35	37	0	27	29	11	41	33	9	20	43	27	50	25	31	45	10	17	26	22	30	31	24	27	27
26	46	50	43	41	1	30	27	0	2	11	35	23	28	50	19	32	14	17	17	37	30	26	12	21	24	4	43	17	4
1	12	13	5	4	50	9	29	2	0	8	47	4	6	10	26	24	41	40	16	9	49	26	17	47	22	19	40	45	10
42	20	6	46	39	30	37	11	11	8	0	28	6	44	34	7	45	8	25	34	20	44	3	11	25	7	48	29	9	20
12	10	40	19	1	46	19	41	35	47	28	0	8	39	27	9	32	37	19	28	1	31	25	13	18	6	31	35	24	8
38	11	12	39	21	11	49	33	23	4	6	8	0	28	21	17	1	26	7	12	10	39	42	19	3	22	45	22	10	27
21	50	27	34	20	5	4	9	28	6	44	39	28	0	32	8	23	12	22	5	45	13	12	42	12	47	48	26	49	9
22	45	45	39	2	42	22	20	50	10	34	27	21	32	0	5	25	45	49	7	38	50	45	49	45	13	39	24	12	23
38	1	48	20	47	30	27	43	19	26	7	9	17	8	5	0	10	8	46	27	17	30	4	15	31	39	22	48	13	38
8	23	20	22	25	9	24	27	32	24	45	32	1	23	25	10	0	3	2	17	17	20	4	27	43	17	42	22	48	11
35	10	26	4	48	39	12	50	14	41	8	37	26	12	45	8	3	0	28	31	14	42	24	1	3	2	5	15	36	10
45	48	13	36	36	2	3	25	17	40	25	19	7	22	49	46	2	28	0	5	34	35	14	30	43	31	40	50	8	48
49	11	21	42	38	25	49	31	17	16	34	28	12	5	7	27	17	31	5	0	24	26	9	6	24	48	10	49	31	33
37	19	20	27	26	16	5	45	37	9	20	1	10	45	38	17	17	14	34	24	0	14	36	31	13	40	13	16	11	18
30	1	43	10	23	1	30	10	30	49	44	31	39	13	50	30	20	42	35	26	14	0	11	19	20	47	7	20	34	26
9	30	29	4	17	9	28	17	26	26	3	25	42	12	45	4	4	24	14	9	36	11	0	30	8	34	46	11	34	35
3	32	2	21	17	10	45	26	12	17	11	13	19	42	49	15	27	1	30	6	31	19	30	0	33	43	45	15	12	9
4	30	2	10	41	12	37	22	21	47	25	18	3	12	45	31	43	3	43	24	13	20	8	33	0	18	50	20	16	50
29	40	42	33	14	1	3	30	24	22	7	6	22	47	13	39	17	2	31	48	40	47	34	43	18	0	17	26	24	20
5	18	25	17	22	15	6	31	4	19	48	31	45	48	39	22	42	5	40	10	13	7	46	45	50	17	0	20	1	11
33	41	3	15	48	27	43	24	43	40	29	35	22	26	24	48	22	15	50	49	16	20	11	15	20	26	20	0	8	24
34	25	48	9	29	4	46	27	17	45	9	24	10	49	12	13	48	36	8	31	11	34	34	12	16	24	1	8	0	5
49	11	6	22	16	38	39	27	4	10	20	8	27	9	23	38	11	10	48	33	18	26	35	9	50	20	11	24	5	0
